intera,.value,.lower,.upper,.width,.point,.interval,group1,group2,Clim_1,Clim_2,
Calliphoridae.A - Andrenidae.C,0.081522758,-0.289637836,0.469778145,0.95,mode,hdi,Calliphoridae.A,Andrenidae.C,A,C,
Calliphoridae.A - Andrenidae.D,0.020750157,-0.451187818,0.4726102,0.95,mode,hdi,Calliphoridae.A,Andrenidae.D,A,D,
Calliphoridae.A - Andrenidae.E,0.06661175,-0.483310315,0.704428872,0.95,mode,hdi,Calliphoridae.A,Andrenidae.E,A,E,
Calliphoridae.A - Anthomyiidae.A,0.411012526,-0.432242662,1.223628658,0.95,mode,hdi,Calliphoridae.A,Anthomyiidae.A,A,A,
Calliphoridae.A - Anthomyiidae.B,-0.175881537,-1.086754556,0.872797243,0.95,mode,hdi,Calliphoridae.A,Anthomyiidae.B,A,B,
Calliphoridae.A - Anthomyiidae.C,-0.036999775,-0.495343569,0.311281683,0.95,mode,hdi,Calliphoridae.A,Anthomyiidae.C,A,C,
Calliphoridae.A - Anthomyiidae.D,0.416428596,-0.141054292,0.997611094,0.95,mode,hdi,Calliphoridae.A,Anthomyiidae.D,A,D,
Calliphoridae.A - Anthomyiidae.E,0.321856909,-0.231510922,0.985128744,0.95,mode,hdi,Calliphoridae.A,Anthomyiidae.E,A,E,
Calliphoridae.A - Apidae.A,-0.770132464,-0.963422162,-0.581704102,0.95,mode,hdi,Calliphoridae.A,Apidae.A,A,A,
Calliphoridae.A - Apidae.B,-0.880083843,-1.412745763,-0.33625463,0.95,mode,hdi,Calliphoridae.A,Apidae.B,A,B,
Calliphoridae.A - Apidae.C,-0.550841148,-0.922564042,-0.195892848,0.95,mode,hdi,Calliphoridae.A,Apidae.C,A,C,
Calliphoridae.A - Apidae.D,-0.634780033,-1.037077527,-0.142925781,0.95,mode,hdi,Calliphoridae.A,Apidae.D,A,D,
Calliphoridae.A - Apidae.E,-0.2477634,-0.80841295,0.236200343,0.95,mode,hdi,Calliphoridae.A,Apidae.E,A,E,
Calliphoridae.A - Bombyliidae.A,-0.272269437,-0.56875802,0.056522007,0.95,mode,hdi,Calliphoridae.A,Bombyliidae.A,A,A,
Calliphoridae.A - Bombyliidae.B,-0.402756094,-0.911424264,0.207593742,0.95,mode,hdi,Calliphoridae.A,Bombyliidae.B,A,B,
Calliphoridae.A - Bombyliidae.C,0.075332624,-0.334106469,0.473809149,0.95,mode,hdi,Calliphoridae.A,Bombyliidae.C,A,C,
Calliphoridae.A - Bombyliidae.D,0.184005913,-0.357086839,0.835944124,0.95,mode,hdi,Calliphoridae.A,Bombyliidae.D,A,D,
Calliphoridae.A - Bombyliidae.E,0.168101283,-0.45133381,0.736083527,0.95,mode,hdi,Calliphoridae.A,Bombyliidae.E,A,E,
Calliphoridae.B - Andrenidae.A,0.378724877,-0.22978916,1.011010042,0.95,mode,hdi,Calliphoridae.B,Andrenidae.A,B,A,
Calliphoridae.B - Andrenidae.B,0.011856177,-0.499984723,0.522170921,0.95,mode,hdi,Calliphoridae.B,Andrenidae.B,B,B,
Calliphoridae.B - Andrenidae.C,0.330118309,-0.189075806,0.885464092,0.95,mode,hdi,Calliphoridae.B,Andrenidae.C,B,C,
Calliphoridae.B - Andrenidae.D,0.341656373,-0.295652613,0.870534561,0.95,mode,hdi,Calliphoridae.B,Andrenidae.D,B,D,
Calliphoridae.B - Andrenidae.E,0.43174852,-0.267381709,1.046092338,0.95,mode,hdi,Calliphoridae.B,Andrenidae.E,B,E,
Calliphoridae.B - Anthomyiidae.A,0.624804096,-0.296500107,1.680730662,0.95,mode,hdi,Calliphoridae.B,Anthomyiidae.A,B,A,
Calliphoridae.B - Anthomyiidae.B,0.097401132,-0.818643146,0.973875146,0.95,mode,hdi,Calliphoridae.B,Anthomyiidae.B,B,B,
Calliphoridae.B - Anthomyiidae.C,0.165775737,-0.340162965,0.767292906,0.95,mode,hdi,Calliphoridae.B,Anthomyiidae.C,B,C,
Calliphoridae.B - Anthomyiidae.D,0.710551737,-0.02835603,1.321369961,0.95,mode,hdi,Calliphoridae.B,Anthomyiidae.D,B,D,
Calliphoridae.B - Anthomyiidae.E,0.679887863,-0.049709643,1.290954663,0.95,mode,hdi,Calliphoridae.B,Anthomyiidae.E,B,E,
Calliphoridae.B - Apidae.A,-0.46424523,-1.124507397,0.031143041,0.95,mode,hdi,Calliphoridae.B,Apidae.A,B,A,
Calliphoridae.B - Apidae.B,-0.62541963,-1.019869162,-0.20609217,0.95,mode,hdi,Calliphoridae.B,Apidae.B,B,B,
Calliphoridae.B - Apidae.C,-0.24840932,-0.797677699,0.264796173,0.95,mode,hdi,Calliphoridae.B,Apidae.C,B,C,
Calliphoridae.B - Apidae.D,-0.313218622,-0.8830714,0.277562208,0.95,mode,hdi,Calliphoridae.B,Apidae.D,B,D,
Calliphoridae.B - Apidae.E,-0.056595845,-0.637168912,0.574111407,0.95,mode,hdi,Calliphoridae.B,Apidae.E,B,E,
Calliphoridae.B - Bombyliidae.A,0.064273896,-0.602104838,0.645616347,0.95,mode,hdi,Calliphoridae.B,Bombyliidae.A,B,A,
Calliphoridae.B - Bombyliidae.B,-0.085553119,-0.545253558,0.373098631,0.95,mode,hdi,Calliphoridae.B,Bombyliidae.B,B,B,
Calliphoridae.B - Bombyliidae.C,0.375369317,-0.230489699,0.888143413,0.95,mode,hdi,Calliphoridae.B,Bombyliidae.C,B,C,
Calliphoridae.B - Bombyliidae.D,0.516988937,-0.220973048,1.138577662,0.95,mode,hdi,Calliphoridae.B,Bombyliidae.D,B,D,
Calliphoridae.B - Bombyliidae.E,0.39407204,-0.295293585,1.028036111,0.95,mode,hdi,Calliphoridae.B,Bombyliidae.E,B,E,
Calliphoridae.B - Calliphoridae.A,0.360538009,-0.308506648,0.860685785,0.95,mode,hdi,Calliphoridae.B,Calliphoridae.A,B,A,
Calliphoridae.C - Andrenidae.A,0.056936393,-0.378198167,0.487923875,0.95,mode,hdi,Calliphoridae.C,Andrenidae.A,C,A,
Calliphoridae.C - Andrenidae.B,-0.306846384,-0.906654504,0.215607435,0.95,mode,hdi,Calliphoridae.C,Andrenidae.B,C,B,
Calliphoridae.C - Andrenidae.C,0.039182674,-0.204439513,0.288137865,0.95,mode,hdi,Calliphoridae.C,Andrenidae.C,C,C,
Calliphoridae.C - Andrenidae.D,-0.004898114,-0.415303844,0.332376499,0.95,mode,hdi,Calliphoridae.C,Andrenidae.D,C,D,
Calliphoridae.C - Andrenidae.E,0.050082061,-0.487644045,0.621191921,0.95,mode,hdi,Calliphoridae.C,Andrenidae.E,C,E,
Calliphoridae.C - Anthomyiidae.A,0.304991628,-0.519933745,1.253490728,0.95,mode,hdi,Calliphoridae.C,Anthomyiidae.A,C,A,
Calliphoridae.C - Anthomyiidae.B,-0.257031447,-1.144191812,0.770102162,0.95,mode,hdi,Calliphoridae.C,Anthomyiidae.B,C,B,
Calliphoridae.C - Anthomyiidae.C,-0.123747749,-0.391333742,0.151910413,0.95,mode,hdi,Calliphoridae.C,Anthomyiidae.C,C,C,
Calliphoridae.C - Anthomyiidae.D,0.312526212,-0.186820528,0.814520904,0.95,mode,hdi,Calliphoridae.C,Anthomyiidae.D,C,D,
Calliphoridae.C - Anthomyiidae.E,0.38603775,-0.237519867,0.890194202,0.95,mode,hdi,Calliphoridae.C,Anthomyiidae.E,C,E,
Calliphoridae.C - Apidae.A,-0.780579503,-1.213111492,-0.486156968,0.95,mode,hdi,Calliphoridae.C,Apidae.A,C,A,
Calliphoridae.C - Apidae.B,-0.923790118,-1.409968563,-0.449713711,0.95,mode,hdi,Calliphoridae.C,Apidae.B,C,B,
Calliphoridae.C - Apidae.C,-0.604196641,-0.798859626,-0.368287849,0.95,mode,hdi,Calliphoridae.C,Apidae.C,C,C,
Calliphoridae.C - Apidae.D,-0.669385955,-0.968459204,-0.281806313,0.95,mode,hdi,Calliphoridae.C,Apidae.D,C,D,
Calliphoridae.C - Apidae.E,-0.282719403,-0.823141837,0.163366522,0.95,mode,hdi,Calliphoridae.C,Apidae.E,C,E,
Calliphoridae.C - Bombyliidae.A,-0.256835887,-0.749123904,0.134408133,0.95,mode,hdi,Calliphoridae.C,Bombyliidae.A,C,A,
Calliphoridae.C - Bombyliidae.B,-0.401100029,-0.923977022,0.093908907,0.95,mode,hdi,Calliphoridae.C,Bombyliidae.B,C,B,
Calliphoridae.C - Bombyliidae.C,0.043362615,-0.289631526,0.280194754,0.95,mode,hdi,Calliphoridae.C,Bombyliidae.C,C,C,
Calliphoridae.C - Bombyliidae.D,0.16722772,-0.360688396,0.696891477,0.95,mode,hdi,Calliphoridae.C,Bombyliidae.D,C,D,
Calliphoridae.C - Bombyliidae.E,0.04936179,-0.497006646,0.630806127,0.95,mode,hdi,Calliphoridae.C,Bombyliidae.E,C,E,
Calliphoridae.C - Calliphoridae.A,-0.030821233,-0.447725311,0.329482149,0.95,mode,hdi,Calliphoridae.C,Calliphoridae.A,C,A,
Calliphoridae.C - Calliphoridae.B,-0.374316931,-0.871044076,0.223604115,0.95,mode,hdi,Calliphoridae.C,Calliphoridae.B,C,B,
Calliphoridae.D - Andrenidae.A,-0.109223554,-0.667931725,0.466229926,0.95,mode,hdi,Calliphoridae.D,Andrenidae.A,D,A,
Calliphoridae.D - Andrenidae.B,-0.524498841,-1.208883817,0.126951703,0.95,mode,hdi,Calliphoridae.D,Andrenidae.B,D,B,
Calliphoridae.D - Andrenidae.C,-0.195605517,-0.599099068,0.314481621,0.95,mode,hdi,Calliphoridae.D,Andrenidae.C,D,C,
Calliphoridae.D - Andrenidae.D,-0.244442557,-0.640041985,0.253613689,0.95,mode,hdi,Calliphoridae.D,Andrenidae.D,D,D,
Calliphoridae.D - Andrenidae.E,-0.127509673,-0.811928929,0.506429182,0.95,mode,hdi,Calliphoridae.D,Andrenidae.E,D,E,
Calliphoridae.D - Anthomyiidae.A,0.126193299,-0.809752996,1.082771641,0.95,mode,hdi,Calliphoridae.D,Anthomyiidae.A,D,A,
Calliphoridae.D - Anthomyiidae.B,-0.567127758,-1.402302886,0.599845223,0.95,mode,hdi,Calliphoridae.D,Anthomyiidae.B,D,B,
Calliphoridae.D - Anthomyiidae.C,-0.333927683,-0.759216814,0.155200947,0.95,mode,hdi,Calliphoridae.D,Anthomyiidae.C,D,C,
Calliphoridae.D - Anthomyiidae.D,0.157111869,-0.452650138,0.68706722,0.95,mode,hdi,Calliphoridae.D,Anthomyiidae.D,D,D,
Calliphoridae.D - Anthomyiidae.E,0.165654711,-0.518685107,0.793013505,0.95,mode,hdi,Calliphoridae.D,Anthomyiidae.E,D,E,
Calliphoridae.D - Apidae.A,-0.973469583,-1.512270986,-0.482711386,0.95,mode,hdi,Calliphoridae.D,Apidae.A,D,A,
Calliphoridae.D - Apidae.B,-1.099530178,-1.697708376,-0.505069022,0.95,mode,hdi,Calliphoridae.D,Apidae.B,D,B,
Calliphoridae.D - Apidae.C,-0.786631468,-1.190996559,-0.331346815,0.95,mode,hdi,Calliphoridae.D,Apidae.C,D,C,
Calliphoridae.D - Apidae.D,-0.843858461,-1.240414391,-0.376422744,0.95,mode,hdi,Calliphoridae.D,Apidae.D,D,D,
Calliphoridae.D - Apidae.E,-0.514027349,-1.133134822,0.078256216,0.95,mode,hdi,Calliphoridae.D,Apidae.E,D,E,
Calliphoridae.D - Bombyliidae.A,-0.534221499,-1.024745266,0.112344192,0.95,mode,hdi,Calliphoridae.D,Bombyliidae.A,D,A,
Calliphoridae.D - Bombyliidae.B,-0.593172842,-1.20896814,0.04799944,0.95,mode,hdi,Calliphoridae.D,Bombyliidae.B,D,B,
Calliphoridae.D - Bombyliidae.C,-0.175285973,-0.614444044,0.321832484,0.95,mode,hdi,Calliphoridae.D,Bombyliidae.C,D,C,
Calliphoridae.D - Bombyliidae.D,-0.026610846,-0.61954783,0.544557465,0.95,mode,hdi,Calliphoridae.D,Bombyliidae.D,D,D,
Calliphoridae.D - Bombyliidae.E,-0.097413772,-0.749170363,0.579147913,0.95,mode,hdi,Calliphoridae.D,Bombyliidae.E,D,E,
Calliphoridae.D - Calliphoridae.A,-0.176382686,-0.782147388,0.279279091,0.95,mode,hdi,Calliphoridae.D,Calliphoridae.A,D,A,
Calliphoridae.D - Calliphoridae.B,-0.470634919,-1.116002581,0.177640532,0.95,mode,hdi,Calliphoridae.D,Calliphoridae.B,D,B,
Calliphoridae.D - Calliphoridae.C,-0.211082761,-0.62807822,0.282441653,0.95,mode,hdi,Calliphoridae.D,Calliphoridae.C,D,C,
Calliphoridae.E - Andrenidae.A,-0.244631627,-0.895198374,0.446160696,0.95,mode,hdi,Calliphoridae.E,Andrenidae.A,E,A,
Calliphoridae.E - Andrenidae.B,-0.595060389,-1.251046392,0.15754468,0.95,mode,hdi,Calliphoridae.E,Andrenidae.B,E,B,
Calliphoridae.E - Andrenidae.C,-0.256089904,-0.81220188,0.369131372,0.95,mode,hdi,Calliphoridae.E,Andrenidae.C,E,C,
Calliphoridae.E - Andrenidae.D,-0.354797614,-0.963952886,0.30712978,0.95,mode,hdi,Calliphoridae.E,Andrenidae.D,E,D,
Calliphoridae.E - Andrenidae.E,-0.229952999,-0.83686033,0.442338022,0.95,mode,hdi,Calliphoridae.E,Andrenidae.E,E,E,
Calliphoridae.E - Anthomyiidae.A,0.093332448,-0.898897222,1.121840337,0.95,mode,hdi,Calliphoridae.E,Anthomyiidae.A,E,A,
Calliphoridae.E - Anthomyiidae.B,-0.476131605,-1.54505318,0.540347042,0.95,mode,hdi,Calliphoridae.E,Anthomyiidae.B,E,B,
Calliphoridae.E - Anthomyiidae.C,-0.331585563,-1.035444988,0.172912833,0.95,mode,hdi,Calliphoridae.E,Anthomyiidae.C,E,C,
Calliphoridae.E - Anthomyiidae.D,0.026355218,-0.635977742,0.805771092,0.95,mode,hdi,Calliphoridae.E,Anthomyiidae.D,E,D,
Calliphoridae.E - Anthomyiidae.E,0.04354583,-0.574433548,0.71376239,0.95,mode,hdi,Calliphoridae.E,Anthomyiidae.E,E,E,
Calliphoridae.E - Apidae.A,-1.154853254,-1.739024222,-0.499618063,0.95,mode,hdi,Calliphoridae.E,Apidae.A,E,A,
Calliphoridae.E - Apidae.B,-1.144611906,-1.861428501,-0.573929426,0.95,mode,hdi,Calliphoridae.E,Apidae.B,E,B,
Calliphoridae.E - Apidae.C,-0.837597261,-1.426610763,-0.266284088,0.95,mode,hdi,Calliphoridae.E,Apidae.C,E,C,
Calliphoridae.E - Apidae.D,-0.921602961,-1.517112428,-0.286052196,0.95,mode,hdi,Calliphoridae.E,Apidae.D,E,D,
Calliphoridae.E - Apidae.E,-0.613006674,-1.181347325,-0.039727167,0.95,mode,hdi,Calliphoridae.E,Apidae.E,E,E,
Calliphoridae.E - Bombyliidae.A,-0.59073881,-1.204768296,0.134726368,0.95,mode,hdi,Calliphoridae.E,Bombyliidae.A,E,A,
Calliphoridae.E - Bombyliidae.B,-0.669965784,-1.359904202,0.000624631,0.95,mode,hdi,Calliphoridae.E,Bombyliidae.B,E,B,
Calliphoridae.E - Bombyliidae.C,-0.27708579,-0.874120243,0.354943545,0.95,mode,hdi,Calliphoridae.E,Bombyliidae.C,E,C,
Calliphoridae.E - Bombyliidae.D,-0.147647571,-0.850812845,0.586853046,0.95,mode,hdi,Calliphoridae.E,Bombyliidae.D,E,D,
Calliphoridae.E - Bombyliidae.E,-0.187514335,-0.845058572,0.482370213,0.95,mode,hdi,Calliphoridae.E,Bombyliidae.E,E,E,
Calliphoridae.E - Calliphoridae.A,-0.270544641,-0.967515758,0.294728038,0.95,mode,hdi,Calliphoridae.E,Calliphoridae.A,E,A,
Calliphoridae.E - Calliphoridae.B,-0.665669337,-1.290401656,0.107592883,0.95,mode,hdi,Calliphoridae.E,Calliphoridae.B,E,B,
Calliphoridae.E - Calliphoridae.C,-0.236295802,-0.858584918,0.336817162,0.95,mode,hdi,Calliphoridae.E,Calliphoridae.C,E,C,
Calliphoridae.E - Calliphoridae.D,-0.098809075,-0.788841086,0.586625456,0.95,mode,hdi,Calliphoridae.E,Calliphoridae.D,E,D,
Colletidae.A - Andrenidae.A,-0.162780258,-0.577334133,0.471835548,0.95,mode,hdi,Colletidae.A,Andrenidae.A,A,A,
Colletidae.A - Andrenidae.B,-0.482296497,-1.226279191,0.288268508,0.95,mode,hdi,Colletidae.A,Andrenidae.B,A,B,
Colletidae.A - Andrenidae.C,-0.159099125,-0.744424415,0.456438578,0.95,mode,hdi,Colletidae.A,Andrenidae.C,A,C,
Colletidae.A - Andrenidae.D,-0.187287418,-0.851026284,0.462171827,0.95,mode,hdi,Colletidae.A,Andrenidae.D,A,D,
Colletidae.A - Andrenidae.E,-0.115608744,-0.818352322,0.633234275,0.95,mode,hdi,Colletidae.A,Andrenidae.E,A,E,
Colletidae.A - Anthomyiidae.A,0.176884063,-0.678668021,1.167001328,0.95,mode,hdi,Colletidae.A,Anthomyiidae.A,A,A,
Colletidae.A - Anthomyiidae.B,-0.386552229,-1.467392629,0.705721181,0.95,mode,hdi,Colletidae.A,Anthomyiidae.B,A,B,
Colletidae.A - Anthomyiidae.C,-0.319469651,-0.859420807,0.355855666,0.95,mode,hdi,Colletidae.A,Anthomyiidae.C,A,C,
Colletidae.A - Anthomyiidae.D,0.183799146,-0.608528188,0.876610971,0.95,mode,hdi,Colletidae.A,Anthomyiidae.D,A,D,
Colletidae.A - Anthomyiidae.E,0.156735685,-0.557132798,0.96587102,0.95,mode,hdi,Colletidae.A,Anthomyiidae.E,A,E,
Colletidae.A - Apidae.A,-0.976685763,-1.456715632,-0.462326818,0.95,mode,hdi,Colletidae.A,Apidae.A,A,A,
Colletidae.A - Apidae.B,-1.100191115,-1.766292486,-0.385464584,0.95,mode,hdi,Colletidae.A,Apidae.B,A,B,
Colletidae.A - Apidae.C,-0.799126255,-1.339756889,-0.166936324,0.95,mode,hdi,Colletidae.A,Apidae.C,A,C,
Colletidae.A - Apidae.D,-0.75436283,-1.421930846,-0.135225947,0.95,mode,hdi,Colletidae.A,Apidae.D,A,D,
Colletidae.A - Apidae.E,-0.517349356,-1.185727801,0.211342297,0.95,mode,hdi,Colletidae.A,Apidae.E,A,E,
Colletidae.A - Bombyliidae.A,-0.437793398,-1.000633901,0.115502863,0.95,mode,hdi,Colletidae.A,Bombyliidae.A,A,A,
Colletidae.A - Bombyliidae.B,-0.562692858,-1.314613232,0.105523963,0.95,mode,hdi,Colletidae.A,Bombyliidae.B,A,B,
Colletidae.A - Bombyliidae.C,-0.15179427,-0.738940365,0.507126609,0.95,mode,hdi,Colletidae.A,Bombyliidae.C,A,C,
Colletidae.A - Bombyliidae.D,-0.067814188,-0.730703147,0.755296655,0.95,mode,hdi,Colletidae.A,Bombyliidae.D,A,D,
Colletidae.A - Bombyliidae.E,-0.123099539,-0.793196505,0.702381523,0.95,mode,hdi,Colletidae.A,Bombyliidae.E,A,E,
Colletidae.A - Calliphoridae.A,-0.176978741,-0.685956647,0.342607561,0.95,mode,hdi,Colletidae.A,Calliphoridae.A,A,A,
Colletidae.A - Calliphoridae.B,-0.474119742,-1.207208024,0.262763839,0.95,mode,hdi,Colletidae.A,Calliphoridae.B,A,B,
Colletidae.A - Calliphoridae.C,-0.150587268,-0.754507544,0.451494911,0.95,mode,hdi,Colletidae.A,Calliphoridae.C,A,C,
Colletidae.A - Calliphoridae.D,0.094911331,-0.640223262,0.774755907,0.95,mode,hdi,Colletidae.A,Calliphoridae.D,A,D,
Colletidae.A - Calliphoridae.E,0.040633178,-0.637630512,0.923302669,0.95,mode,hdi,Colletidae.A,Calliphoridae.E,A,E,
Colletidae.B - Andrenidae.A,0.191783837,-0.497790893,0.907054527,0.95,mode,hdi,Colletidae.B,Andrenidae.A,B,A,
Colletidae.B - Andrenidae.B,-0.178009457,-0.790876055,0.356509752,0.95,mode,hdi,Colletidae.B,Andrenidae.B,B,B,
Colletidae.B - Andrenidae.C,0.24026046,-0.468407653,0.774902221,0.95,mode,hdi,Colletidae.B,Andrenidae.C,B,C,
Colletidae.B - Andrenidae.D,0.10255516,-0.601274848,0.743001848,0.95,mode,hdi,Colletidae.B,Andrenidae.D,B,D,
Colletidae.B - Andrenidae.E,0.174620927,-0.56107002,0.902478344,0.95,mode,hdi,Colletidae.B,Andrenidae.E,B,E,
Colletidae.B - Anthomyiidae.A,0.516588268,-0.480639242,1.531265829,0.95,mode,hdi,Colletidae.B,Anthomyiidae.A,B,A,
Colletidae.B - Anthomyiidae.B,-0.114177486,-1.087610595,0.792111497,0.95,mode,hdi,Colletidae.B,Anthomyiidae.B,B,B,
Colletidae.B - Anthomyiidae.C,-0.005147229,-0.636161955,0.620283115,0.95,mode,hdi,Colletidae.B,Anthomyiidae.C,B,C,
Colletidae.B - Anthomyiidae.D,0.356767918,-0.297074101,1.234385906,0.95,mode,hdi,Colletidae.B,Anthomyiidae.D,B,D,
Colletidae.B - Anthomyiidae.E,0.475142965,-0.282246983,1.20141023,0.95,mode,hdi,Colletidae.B,Anthomyiidae.E,B,E,
Colletidae.B - Apidae.A,-0.678426613,-1.352381816,-0.069379692,0.95,mode,hdi,Colletidae.B,Apidae.A,B,A,
Colletidae.B - Apidae.B,-0.792200473,-1.288165411,-0.2686784,0.95,mode,hdi,Colletidae.B,Apidae.B,B,B,
Colletidae.B - Apidae.C,-0.38367222,-1.111519463,0.104805101,0.95,mode,hdi,Colletidae.B,Apidae.C,B,C,
Colletidae.B - Apidae.D,-0.52921394,-1.140019508,0.139361935,0.95,mode,hdi,Colletidae.B,Apidae.D,B,D,
Colletidae.B - Apidae.E,-0.226375276,-0.850593598,0.501362697,0.95,mode,hdi,Colletidae.B,Apidae.E,B,E,
Colletidae.B - Bombyliidae.A,-0.172464816,-0.904165483,0.506767929,0.95,mode,hdi,Colletidae.B,Bombyliidae.A,B,A,
Colletidae.B - Bombyliidae.B,-0.333056723,-0.819686397,0.269511393,0.95,mode,hdi,Colletidae.B,Bombyliidae.B,B,B,
Colletidae.B - Bombyliidae.C,0.181060162,-0.488683991,0.7704258,0.95,mode,hdi,Colletidae.B,Bombyliidae.C,B,C,
Colletidae.B - Bombyliidae.D,0.257551126,-0.460083745,1.03333117,0.95,mode,hdi,Colletidae.B,Bombyliidae.D,B,D,
Colletidae.B - Bombyliidae.E,0.2048528,-0.555994844,0.899231898,0.95,mode,hdi,Colletidae.B,Bombyliidae.E,B,E,
Colletidae.B - Calliphoridae.A,0.066665684,-0.602720733,0.728053409,0.95,mode,hdi,Colletidae.B,Calliphoridae.A,B,A,
Colletidae.B - Calliphoridae.B,-0.105453484,-0.737800162,0.379400763,0.95,mode,hdi,Colletidae.B,Calliphoridae.B,B,B,
Colletidae.B - Calliphoridae.C,0.205823749,-0.452464215,0.800757527,0.95,mode,hdi,Colletidae.B,Calliphoridae.C,B,C,
Colletidae.B - Calliphoridae.D,0.338456868,-0.411034134,1.003376349,0.95,mode,hdi,Colletidae.B,Calliphoridae.D,B,D,
Colletidae.B - Calliphoridae.E,0.398410808,-0.458046262,1.068439544,0.95,mode,hdi,Colletidae.B,Calliphoridae.E,B,E,
Colletidae.B - Colletidae.A,0.277489644,-0.502701036,1.062323701,0.95,mode,hdi,Colletidae.B,Colletidae.A,B,A,
Colletidae.C - Andrenidae.A,0.12316454,-0.357661568,0.516978897,0.95,mode,hdi,Colletidae.C,Andrenidae.A,C,A,
Colletidae.C - Andrenidae.B,-0.294639273,-0.879852827,0.228926885,0.95,mode,hdi,Colletidae.C,Andrenidae.B,C,B,
Colletidae.C - Andrenidae.C,0.070580389,-0.179509224,0.284485728,0.95,mode,hdi,Colletidae.C,Andrenidae.C,C,C,
Colletidae.C - Andrenidae.D,-0.05332148,-0.392360969,0.360688843,0.95,mode,hdi,Colletidae.C,Andrenidae.D,C,D,
Colletidae.C - Andrenidae.E,0.09447023,-0.475301526,0.63782935,0.95,mode,hdi,Colletidae.C,Andrenidae.E,C,E,
Colletidae.C - Anthomyiidae.A,0.262064058,-0.521388591,1.229686876,0.95,mode,hdi,Colletidae.C,Anthomyiidae.A,C,A,
Colletidae.C - Anthomyiidae.B,-0.361081961,-1.124089608,0.752336118,0.95,mode,hdi,Colletidae.C,Anthomyiidae.B,C,B,
Colletidae.C - Anthomyiidae.C,-0.084206248,-0.376243529,0.153242628,0.95,mode,hdi,Colletidae.C,Anthomyiidae.C,C,C,
Colletidae.C - Anthomyiidae.D,0.374907436,-0.175850958,0.808441412,0.95,mode,hdi,Colletidae.C,Anthomyiidae.D,C,D,
Colletidae.C - Anthomyiidae.E,0.411281199,-0.192325811,0.927552901,0.95,mode,hdi,Colletidae.C,Anthomyiidae.E,C,E,
Colletidae.C - Apidae.A,-0.797636786,-1.183848489,-0.466165991,0.95,mode,hdi,Colletidae.C,Apidae.A,C,A,
Colletidae.C - Apidae.B,-0.926497925,-1.379339053,-0.432929044,0.95,mode,hdi,Colletidae.C,Apidae.B,C,B,
Colletidae.C - Apidae.C,-0.565405987,-0.7656756,-0.376619871,0.95,mode,hdi,Colletidae.C,Apidae.C,C,C,
Colletidae.C - Apidae.D,-0.633987424,-0.969075321,-0.271105034,0.95,mode,hdi,Colletidae.C,Apidae.D,C,D,
Colletidae.C - Apidae.E,-0.380158735,-0.840713109,0.120132331,0.95,mode,hdi,Colletidae.C,Apidae.E,C,E,
Colletidae.C - Bombyliidae.A,-0.292371521,-0.705707204,0.185854805,0.95,mode,hdi,Colletidae.C,Bombyliidae.A,C,A,
Colletidae.C - Bombyliidae.B,-0.382193997,-0.922703663,0.081416182,0.95,mode,hdi,Colletidae.C,Bombyliidae.B,C,B,
Colletidae.C - Bombyliidae.C,0.010912317,-0.234113891,0.302392759,0.95,mode,hdi,Colletidae.C,Bombyliidae.C,C,C,
Colletidae.C - Bombyliidae.D,0.140239056,-0.348596959,0.675056464,0.95,mode,hdi,Colletidae.C,Bombyliidae.D,C,D,
Colletidae.C - Bombyliidae.E,0.070527466,-0.462155281,0.638428342,0.95,mode,hdi,Colletidae.C,Bombyliidae.E,C,E,
Colletidae.C - Calliphoridae.A,-0.041742095,-0.421632705,0.34617159,0.95,mode,hdi,Colletidae.C,Calliphoridae.A,C,A,
Colletidae.C - Calliphoridae.B,-0.295267642,-0.835975141,0.231819761,0.95,mode,hdi,Colletidae.C,Calliphoridae.B,C,B,
Colletidae.C - Calliphoridae.C,0.031966073,-0.218140142,0.260312651,0.95,mode,hdi,Colletidae.C,Calliphoridae.C,C,C,
Colletidae.C - Calliphoridae.D,0.150210594,-0.251629932,0.663786713,0.95,mode,hdi,Colletidae.C,Calliphoridae.D,C,D,
Colletidae.C - Calliphoridae.E,0.264780496,-0.31797778,0.872283777,0.95,mode,hdi,Colletidae.C,Calliphoridae.E,C,E,
Colletidae.C - Colletidae.A,0.224355116,-0.434809531,0.749596185,0.95,mode,hdi,Colletidae.C,Colletidae.A,C,A,
Colletidae.C - Colletidae.B,-0.134599621,-0.723587108,0.500626127,0.95,mode,hdi,Colletidae.C,Colletidae.B,C,B,
Colletidae.D - Andrenidae.A,0.016045442,-0.493216561,0.645005573,0.95,mode,hdi,Colletidae.D,Andrenidae.A,D,A,
Colletidae.D - Andrenidae.B,-0.29066241,-0.967172051,0.360629126,0.95,mode,hdi,Colletidae.D,Andrenidae.B,D,B,
Colletidae.D - Andrenidae.C,0.06550471,-0.431153297,0.482422815,0.95,mode,hdi,Colletidae.D,Andrenidae.C,D,C,
Colletidae.D - Andrenidae.D,-0.004358207,-0.467290271,0.425601991,0.95,mode,hdi,Colletidae.D,Andrenidae.D,D,D,
Colletidae.D - Andrenidae.E,0.11334269,-0.597712946,0.734837397,0.95,mode,hdi,Colletidae.D,Andrenidae.E,D,E,
Colletidae.D - Anthomyiidae.A,0.247984798,-0.726690155,1.213335636,0.95,mode,hdi,Colletidae.D,Anthomyiidae.A,D,A,
