"","db","PGenus","family"
"21259","ncbi","Sideroxylon","Sapotaceae"
"21260","ncbi","Smilax","Brassicaceae"
"21261","ncbi","Stillingia","Euphorbiaceae"
"21262","ncbi","Syzygium","Myrtaceae"
"21263","ncbi","Syzygium","Myrtaceae"
"21264","ncbi","Syzygium","Myrtaceae"
"21265","ncbi","Xyris","Xyridaceae"
"21266","ncbi","Geniostoma","Loganiaceae"
"21267","ncbi","Sideroxylon","Sapotaceae"
"21268","ncbi","Stillingia","Euphorbiaceae"
"21269","ncbi","Toddalia","Rutaceae"
"21270","ncbi","Psiadia","Asteraceae"
"21271","ncbi","Aphloia","Aphloiaceae"
"21272","ncbi","Croton","Euphorbiaceae"
"21273","ncbi","Molinaea","Sapindaceae"
"21274","ncbi","Psiadia","Asteraceae"
"21275","ncbi","Roussea","Rousseaceae"
"21276","ncbi","Stillingia","Euphorbiaceae"
"21277","ncbi","Toddalia","Rutaceae"
"21278","ncbi","Claoxylon","Euphorbiaceae"
"21279","ncbi","Croton","Euphorbiaceae"
"21280","ncbi","Erythroxylum","Erythroxylaceae"
"21281","ncbi","Stillingia","Euphorbiaceae"
"21282","ncbi","Erythroxylum","Erythroxylaceae"
"21283","ncbi","Psiadia","Asteraceae"
"21284","ncbi","Toddalia","Rutaceae"
"21285","ncbi","Psiadia","Asteraceae"
"21286","ncbi","Roussea","Rousseaceae"
"21287","ncbi","Aphloia","Aphloiaceae"
"21288","ncbi","Molinaea","Sapindaceae"
"21289","ncbi","Stillingia","Euphorbiaceae"
"21290","ncbi","Aphloia","Aphloiaceae"
"21291","ncbi","Bertiera","Rubiaceae"
"21292","ncbi","Croton","Euphorbiaceae"
"21293","ncbi","Erythroxylum","Erythroxylaceae"
"21294","ncbi","Croton","Euphorbiaceae"
"21295","ncbi","Psiadia","Asteraceae"
"21296","ncbi","Stillingia","Euphorbiaceae"
"21297","ncbi","Stillingia","Euphorbiaceae"
"21298","ncbi","Antidesma","Phyllanthaceae"
"21299","ncbi","Antirhea","Rubiaceae"
"21300","ncbi","Aphloia","Aphloiaceae"
"21301","ncbi","Badula","Primulaceae"
"21302","ncbi","Calophyllum","Calophyllaceae"
"21303","ncbi","Casearia","Salicaceae"
"21304","ncbi","Croton","Euphorbiaceae"
"21305","ncbi","Erythroxylum","Erythroxylaceae"
"21306","ncbi","Eugenia","Myrtaceae"
"21307","ncbi","Euodia","Rutaceae"
"21308","ncbi","Euodia","Rutaceae"
"21309","ncbi","Flagellaria","Flagellariaceae"
"21310","ncbi","Gaertnera","Rubiaceae"
"21311","ncbi","Gaertnera","Rubiaceae"
"21312","ncbi","Gaertnera","Rubiaceae"
"21313","ncbi","Gaertnera","Rubiaceae"
"21314","ncbi","Gaertnera","Rubiaceae"
"21315","ncbi","Homalanthus","Euphorbiaceae"
"21316","ncbi","Labourdonnaisia","Sapotaceae"
"21317","ncbi","Molinaea","Sapindaceae"
"21318","ncbi","Monimiastrum","Myrtaceae"
"21319","ncbi","Ochna","Ochnaceae"
"21320","ncbi","Olea","Oleaceae"
"21321","ncbi","Pittosporum","Pittosporaceae"
"21322","ncbi","Psathura","Rubiaceae"
"21323","ncbi","Psiadia","Asteraceae"
"21324","ncbi","Psidium","Myrtaceae"
"21325","ncbi","Pyrostria","Rubiaceae"
"21326","ncbi","Stillingia","Euphorbiaceae"
"21327","ncbi","Syzygium","Myrtaceae"
"21328","ncbi","Tristhema","Melastomataceae"
"21329","ncbi","Turraea","Meliaceae"
"21330","ncbi","Warneckea","Melastomataceae"
"21331","ncbi","Bertiera","Rubiaceae"
"21332","ncbi","Diospyros","Ebenaceae"
"21333","ncbi","Labourdonnaisia","Sapotaceae"
"21334","ncbi","Molinaea","Sapindaceae"
"21335","ncbi","Pandanus","Pandanaceae"
"21336","ncbi","Pandanus","Pandanaceae"
"21337","ncbi","Pandanus","Pandanaceae"
"21338","ncbi","Roussea","Rousseaceae"
"21339","ncbi","Syzygium","Myrtaceae"
"21340","ncbi","Syzygium","Myrtaceae"
"21341","ncbi","Syzygium","Myrtaceae"
"21342","ncbi","Stillingia","Euphorbiaceae"
"21343","ncbi","Toddalia","Rutaceae"
"21344","ncbi","Stillingia","Euphorbiaceae"
"21345","ncbi","Antidesma","Phyllanthaceae"
"21346","ncbi","Dodonaea","Sapindaceae"
"21347","ncbi","Erythroxylum","Erythroxylaceae"
"21348","ncbi","Homalanthus","Euphorbiaceae"
"21349","ncbi","Monimiastrum","Myrtaceae"
"21350","ncbi","Psiadia","Asteraceae"
"21351","ncbi","Stillingia","Euphorbiaceae"
"21352","ncbi","Toddalia","Rutaceae"
"21353","ncbi","Antidesma","Phyllanthaceae"
"21354","ncbi","Aphloia","Aphloiaceae"
"21355","ncbi","Chassalia","Rubiaceae"
"21356","ncbi","Croton","Euphorbiaceae"
"21357","ncbi","Dracaena","Asparagaceae"
"21358","ncbi","Erythrospermum","Achariaceae"
"21359","ncbi","Erythroxylum","Erythroxylaceae"
"21360","ncbi","Gaertnera","Rubiaceae"
"21361","ncbi","Gaertnera","Rubiaceae"
"21362","ncbi","Gaertnera","Rubiaceae"
"21363","ncbi","Gaertnera","Rubiaceae"
"21364","ncbi","Gaertnera","Rubiaceae"
"21365","ncbi","Gaertnera","Rubiaceae"
"21366","ncbi","Helichrysum","Asteraceae"
"21367","ncbi","Monimiastrum","Myrtaceae"
"21368","ncbi","Myonima","Rubiaceae"
"21369","ncbi","Ochna","Ochnaceae"
"21370","ncbi","Pittosporum","Pittosporaceae"
"21371","ncbi","Psiadia","Asteraceae"
"21372","ncbi","Pyrostria","Rubiaceae"
"21373","ncbi","Sideroxylon","Sapotaceae"
"21374","ncbi","Psiadia","Asteraceae"
"21375","ncbi","Aphloia","Aphloiaceae"
"21376","ncbi","Claoxylon","Euphorbiaceae"
"21377","ncbi","Coffea","Rubiaceae"
"21378","ncbi","Croton","Euphorbiaceae"
"21379","ncbi","Stillingia","Euphorbiaceae"
"21380","ncbi","Syzygium","Myrtaceae"
"21381","ncbi","Toddalia","Rutaceae"
"21382","ncbi","Psiadia","Asteraceae"
"21383","ncbi","Stillingia","Euphorbiaceae"
"21384","ncbi","Roussea","Rousseaceae"
"21385","ncbi","Sideroxylon","Sapotaceae"
"21386","ncbi","Antirhea","Rubiaceae"
"21387","ncbi","Molinaea","Sapindaceae"
"21388","ncbi","Aphloia","Aphloiaceae"
"21389","ncbi","Erythrospermum","Achariaceae"
"21390","ncbi","Erythroxylum","Erythroxylaceae"
"21391","ncbi","Flagellaria","Flagellariaceae"
"21392","ncbi","Grangeria","Chrysobalanaceae"
"21393","ncbi","Molinaea","Sapindaceae"
"21394","ncbi","Ochna","Ochnaceae"
"21395","ncbi","Polyscias","Araliaceae"
"21396","ncbi","Psiadia","Asteraceae"
"21397","ncbi","Sideroxylon","Sapotaceae"
"21398","ncbi","Stillingia","Euphorbiaceae"
"21399","ncbi","Aphloia","Aphloiaceae"
"21400","ncbi","Molinaea","Sapindaceae"
"21401","ncbi","Chassalia","Rubiaceae"
"21402","ncbi","Dracaena","Asparagaceae"
"21403","ncbi","Gaertnera","Rubiaceae"
"21404","ncbi","Gaertnera","Rubiaceae"
"21405","ncbi","Sideroxylon","Sapotaceae"
"21406","ncbi","Antidesma","Phyllanthaceae"
"21407","ncbi","Dracaena","Asparagaceae"
"21408","ncbi","Aphloia","Aphloiaceae"
"21409","ncbi","Molinaea","Sapindaceae"
"21410","ncbi","Claoxylon","Euphorbiaceae"
"21411","ncbi","Croton","Euphorbiaceae"
"21412","ncbi","Toddalia","Rutaceae"
"21413","ncbi","Molinaea","Sapindaceae"
"21414","ncbi","Stillingia","Euphorbiaceae"
"21415","ncbi","Coffea","Rubiaceae"
"21416","ncbi","Aphloia","Aphloiaceae"
"21417","ncbi","Chassalia","Rubiaceae"
"21418","ncbi","Diospyros","Ebenaceae"
"21419","ncbi","Gaertnera","Rubiaceae"
"21420","ncbi","Gaertnera","Rubiaceae"
"21421","ncbi","Gaertnera","Rubiaceae"
"21422","ncbi","Gaertnera","Rubiaceae"
"21423","ncbi","Antirhea","Rubiaceae"
"21424","ncbi","Antidesma","Phyllanthaceae"
"21425","ncbi","Dracaena","Asparagaceae"
"21426","ncbi","Sideroxylon","Sapotaceae"
"21427","ncbi","Antirhea","Rubiaceae"
"21428","ncbi","Aphloia","Aphloiaceae"
"21429","ncbi","Chassalia","Rubiaceae"
"21430","ncbi","Coffea","Rubiaceae"
"21431","ncbi","Coffea","Rubiaceae"
"21432","ncbi","Croton","Euphorbiaceae"
"21433","ncbi","Grangeria","Chrysobalanaceae"
"21434","ncbi","Pandanus","Pandanaceae"
"21435","ncbi","Pittosporum","Pittosporaceae"
"21436","ncbi","Psiadia","Asteraceae"
"21437","ncbi","Sideroxylon","Sapotaceae"
"21438","ncbi","Aphloia","Aphloiaceae"
"21439","ncbi","Claoxylon","Euphorbiaceae"
"21440","ncbi","Doratoxylon","Sapindaceae"
"21441","ncbi","Pittosporum","Pittosporaceae"
"21442","ncbi","Psiadia","Asteraceae"
"21443","ncbi","Coffea","Rubiaceae"
"21444","ncbi","Cordemoya","Euphorbiaceae"
"21445","ncbi","Erythroxylum","Erythroxylaceae"
"21446","ncbi","Mimusops","Sapotaceae"
"21447","ncbi","Monimiastrum","Myrtaceae"
"21448","ncbi","Pittosporum","Pittosporaceae"
"21449","ncbi","Psiadia","Asteraceae"
"21450","ncbi","Stillingia","Euphorbiaceae"
"21451","ncbi","Coffea","Rubiaceae"
"21452","ncbi","Doratoxylon","Sapindaceae"
"21453","ncbi","Psiadia","Asteraceae"
"21454","ncbi","Roussea","Rousseaceae"
"21455","ncbi","Sideroxylon","Sapotaceae"
"21456","ncbi","Claoxylon","Euphorbiaceae"
"21457","ncbi","Polyscias","Araliaceae"
"21458","ncbi","Psiadia","Asteraceae"
"21459","ncbi","Psiadia","Asteraceae"
"21460","ncbi","Coffea","Rubiaceae"
"21461","ncbi","Badula","Primulaceae"
"21462","ncbi","Croton","Euphorbiaceae"
"21463","ncbi","Erythrospermum","Achariaceae"
"21464","ncbi","Gaertnera","Rubiaceae"
"21465","ncbi","Gaertnera","Rubiaceae"
"21466","ncbi","Grangeria","Chrysobalanaceae"
"21467","ncbi","Mimusops","Sapotaceae"
"21468","ncbi","Olea","Oleaceae"
"21469","ncbi","Psiadia","Asteraceae"
"21470","ncbi","Stillingia","Euphorbiaceae"
"21471","ncbi","Aphloia","Aphloiaceae"
"21472","ncbi","Antirhea","Rubiaceae"
"21473","ncbi","Coffea","Rubiaceae"
"21474","ncbi","Aphloia","Aphloiaceae"
"21475","ncbi","Phyllanthus","Phyllanthaceae"
"21476","ncbi","Olea","Oleaceae"
"21477","ncbi","Phyllanthus","Phyllanthaceae"
"21478","ncbi","Phyllanthus","Phyllanthaceae"
"21479","ncbi","Chassalia","Rubiaceae"
"21480","ncbi","Coffea","Rubiaceae"
"21481","ncbi","Mimusops","Sapotaceae"
"21482","ncbi","Antidesma","Phyllanthaceae"
"21483","ncbi","Sideroxylon","Sapotaceae"
"21484","ncbi","Sideroxylon","Sapotaceae"
"21485","ncbi","Chassalia","Rubiaceae"
"21486","ncbi","Coffea","Rubiaceae"
"21487","ncbi","Flagellaria","Flagellariaceae"
"21488","ncbi","Polyscias","Araliaceae"
"21489","ncbi","Erythrospermum","Achariaceae"
"21490","ncbi","Chassalia","Rubiaceae"
"21491","ncbi","Agauria","Ericaceae"
"21492","ncbi","Antirhea","Rubiaceae"
"21493","ncbi","Coffea","Rubiaceae"
"21494","ncbi","Coffea","Rubiaceae"
"21495","ncbi","Gaertnera","Rubiaceae"
"21496","ncbi","Grangeria","Chrysobalanaceae"
"21497","ncbi","Mimusops","Sapotaceae"
"21498","ncbi","Sideroxylon","Sapotaceae"
"21499","ncbi","Aphloia","Aphloiaceae"
"21500","ncbi","Badula","Primulaceae"
"21501","ncbi","Helichrysum","Asteraceae"
"21502","ncbi","Helichrysum","Asteraceae"
"21503","ncbi","Mimusops","Sapotaceae"
"21504","ncbi","Agauria","Ericaceae"
"21505","ncbi","Coffea","Rubiaceae"
"21506","ncbi","Badula","Primulaceae"
"21507","ncbi","Helichrysum","Asteraceae"
"21508","ncbi","Gaertnera","Rubiaceae"
"21509","ncbi","Coffea","Rubiaceae"
"21510","ncbi","Euodia","Rutaceae"
"21511","ncbi","Grangeria","Chrysobalanaceae"
"21512","ncbi","Sideroxylon","Sapotaceae"
"21513","ncbi","Sideroxylon","Sapotaceae"
"21514","ncbi","Sideroxylon","Sapotaceae"
"21515","ncbi","Flagellaria","Flagellariaceae"
"21516","ncbi","Mimusops","Sapotaceae"
"21517","ncbi","Sideroxylon","Sapotaceae"
"21518","ncbi","Gaertnera","Rubiaceae"
"21519","ncbi","Gaertnera","Rubiaceae"
"21520","ncbi","Gaertnera","Rubiaceae"
"21521","ncbi","Gaertnera","Rubiaceae"
"21522","ncbi","Sideroxylon","Sapotaceae"
"21523","ncbi","Coffea","Rubiaceae"
"21524","ncbi","Faujasiopsis","Asteraceae"
"21525","ncbi","Badula","Primulaceae"
"21526","ncbi","Stillingia","Euphorbiaceae"
"21527","ncbi","Sideroxylon","Sapotaceae"
"21528","ncbi","Sideroxylon","Sapotaceae"
"21529","ncbi","Sideroxylon","Sapotaceae"
"21530","ncbi","Pyrostria","Rubiaceae"
"21531","ncbi","Sideroxylon","Sapotaceae"
"21532","ncbi","Stillingia","Euphorbiaceae"
"21533","ncbi","Psiadia","Asteraceae"
"21534","ncbi","Smilax","Brassicaceae"
"21535","ncbi","Eugenia","Myrtaceae"
"21536","ncbi","Olea","Oleaceae"
"21537","ncbi","Gaertnera","Rubiaceae"
"21538","ncbi","Stillingia","Euphorbiaceae"
"21539","ncbi","Psiadia","Asteraceae"
"21540","ncbi","Tristhema","Melastomataceae"
"21541","ncbi","Psiadia","Asteraceae"
"21542","ncbi","Ocotea","Lauraceae"
"21543","ncbi","Phyllanthus","Phyllanthaceae"
"21544","ncbi","Agauria","Ericaceae"
"21545","ncbi","Diospyros","Ebenaceae"
"21546","ncbi","Gaertnera","Rubiaceae"
"21547","ncbi","Gaertnera","Rubiaceae"
"21548","ncbi","Gaertnera","Rubiaceae"
"21549","ncbi","Pittosporum","Pittosporaceae"
"21550","ncbi","Psiadia","Asteraceae"
"21551","ncbi","Smilax","Brassicaceae"
"21552","ncbi","Tabernaemontana","Apocynaceae"
"21553","ncbi","Aphloia","Aphloiaceae"
"21554","ncbi","Euodia","Rutaceae"
"21555","ncbi","Pittosporum","Pittosporaceae"
"21556","ncbi","Stillingia","Euphorbiaceae"
"21557","ncbi","Syzygium","Myrtaceae"
"21558","ncbi","Psiadia","Asteraceae"
"21559","ncbi","Stillingia","Euphorbiaceae"
"21560","ncbi","Diospyros","Ebenaceae"
"21561","ncbi","Tabernaemontana","Apocynaceae"
"21562","ncbi","Pandanus","Pandanaceae"
"21563","ncbi","Gaertnera","Rubiaceae"
"21564","ncbi","Stillingia","Euphorbiaceae"
"21565","ncbi","Psiadia","Asteraceae"
"21566","ncbi","Tabernaemontana","Apocynaceae"
"21567","ncbi","Embelia","Primulaceae"
"21568","ncbi","Diospyros","Ebenaceae"
"21569","ncbi","Gaertnera","Rubiaceae"
"21570","ncbi","Pittosporum","Pittosporaceae"
"21571","ncbi","Tabernaemontana","Apocynaceae"
"21572","ncbi","Calophyllum","Calophyllaceae"
"21573","ncbi","Olea","Oleaceae"
"21574","ncbi","Memecylon","Melastomataceae"
"21575","ncbi","Pittosporum","Pittosporaceae"
"21576","ncbi","Aphloia","Aphloiaceae"
"21577","ncbi","Pittosporum","Pittosporaceae"
"21578","ncbi","Stillingia","Euphorbiaceae"
"21579","ncbi","Stillingia","Euphorbiaceae"
"21580","ncbi","Pittosporum","Pittosporaceae"
"21581","ncbi","Aphloia","Aphloiaceae"
"21582","ncbi","Aphloia","Aphloiaceae"
"21583","ncbi","Antidesma","Phyllanthaceae"
"21584","ncbi","Stillingia","Euphorbiaceae"
"21585","ncbi","Syzygium","Myrtaceae"
"21586","ncbi","Gaertnera","Rubiaceae"
"21587","ncbi","Stillingia","Euphorbiaceae"
"21588","ncbi","Aphloia","Aphloiaceae"
"21589","ncbi","Gaertnera","Rubiaceae"
"21590","ncbi","Syzygium","Myrtaceae"
"21591","ncbi","Diospyros","Ebenaceae"
"21592","ncbi","Gaertnera","Rubiaceae"
"21593","ncbi","Memecylon","Melastomataceae"
"21594","ncbi","Pyrostria","Rubiaceae"
"21595","ncbi","Syzygium","Myrtaceae"
"21596","ncbi","Embelia","Primulaceae"
"21597","ncbi","Stillingia","Euphorbiaceae"
"21598","ncbi","Syzygium","Myrtaceae"
"21599","ncbi","Stillingia","Euphorbiaceae"
"21600","ncbi","Stillingia","Euphorbiaceae"
"21601","ncbi","Diospyros","Ebenaceae"
"21602","ncbi","Xyris","Xyridaceae"
"21603","ncbi","Stillingia","Euphorbiaceae"
"21604","ncbi","Gaertnera","Rubiaceae"
"21605","ncbi","Tabernaemontana","Apocynaceae"
"21606","ncbi","Syzygium","Myrtaceae"
"21607","ncbi","Calophyllum","Calophyllaceae"
"21608","ncbi","Stillingia","Euphorbiaceae"
"21609","ncbi","Syzygium","Myrtaceae"
"21610","ncbi","Casearia","Salicaceae"
"21611","ncbi","Syzygium","Myrtaceae"
"21612","ncbi","Calophyllum","Calophyllaceae"
"21613","ncbi","Euodia","Rutaceae"
"21614","ncbi","Gaertnera","Rubiaceae"
"21615","ncbi","Diospyros","Ebenaceae"
"21616","ncbi","Syzygium","Myrtaceae"
"21617","ncbi","Syzygium","Myrtaceae"
"21618","ncbi","Stillingia","Euphorbiaceae"
"21619","ncbi","Badula","Primulaceae"
"21620","ncbi","Syzygium","Myrtaceae"
"21621","ncbi","Badula","Primulaceae"
"21622","ncbi","Pleurostylia","Celastraceae"
"21623","ncbi","Stillingia","Euphorbiaceae"
"21624","ncbi","Syzygium","Myrtaceae"
"21625","ncbi","Pleurostylia","Celastraceae"
"21626","ncbi","Pleurostylia","Celastraceae"
"21627","ncbi","Syzygium","Myrtaceae"
"21628","ncbi","Diospyros","Ebenaceae"
"21629","ncbi","Syzygium","Myrtaceae"
"21630","ncbi","Aphloia","Aphloiaceae"
"21631","ncbi","Psiadia","Asteraceae"
"21632","ncbi","Pleurostylia","Celastraceae"
"21633","ncbi","Stillingia","Euphorbiaceae"
"21634","ncbi","Badula","Primulaceae"
"21635","ncbi","Croton","Euphorbiaceae"
"21636","ncbi","Sideroxylon","Sapotaceae"
"21637","ncbi","Psiadia","Asteraceae"
"21638","ncbi","Sideroxylon","Sapotaceae"
"21639","ncbi","Croton","Euphorbiaceae"
"21640","ncbi","Claoxylon","Euphorbiaceae"
"21641","ncbi","Dodonaea","Sapindaceae"
"21642","ncbi","Dodonaea","Sapindaceae"
"21643","ncbi","Sideroxylon","Sapotaceae"
"21644","ncbi","Dodonaea","Sapindaceae"
"21645","ncbi","Sideroxylon","Sapotaceae"
"21646","ncbi","Sideroxylon","Sapotaceae"
"21647","ncbi","Psiadia","Asteraceae"
"21648","ncbi","Aphloia","Aphloiaceae"
"21649","ncbi","Croton","Euphorbiaceae"
"21650","ncbi","Erythroxylum","Erythroxylaceae"
"21651","ncbi","Homalanthus","Euphorbiaceae"
"21652","ncbi","Psiadia","Asteraceae"
"21653","ncbi","Toddalia","Rutaceae"
"21654","ncbi","Antirhea","Rubiaceae"
"21655","ncbi","Psiadia","Asteraceae"
"21656","ncbi","Doratoxylon","Sapindaceae"
"21657","ncbi","Erythroxylum","Erythroxylaceae"
"21658","ncbi","Homalanthus","Euphorbiaceae"
"21659","ncbi","Psiadia","Asteraceae"
"21660","ncbi","Croton","Euphorbiaceae"
"21661","ncbi","Erythroxylum","Erythroxylaceae"
"21662","ncbi","Sideroxylon","Sapotaceae"
"21663","ncbi","Antirhea","Rubiaceae"
"21664","ncbi","Croton","Euphorbiaceae"
"21665","ncbi","Homalanthus","Euphorbiaceae"
"21666","ncbi","Toddalia","Rutaceae"
"21667","ncbi","Homalanthus","Euphorbiaceae"
"21668","ncbi","Dodonaea","Sapindaceae"
"21669","ncbi","Homalanthus","Euphorbiaceae"
"21670","ncbi","Erythroxylum","Erythroxylaceae"
"21671","ncbi","Aphloia","Aphloiaceae"
"21672","ncbi","Toddalia","Rutaceae"
"21673","ncbi","Croton","Euphorbiaceae"
"21674","ncbi","Sideroxylon","Sapotaceae"
"21675","ncbi","Toddalia","Rutaceae"
"21676","ncbi","Dodonaea","Sapindaceae"
"21677","ncbi","Sideroxylon","Sapotaceae"
"21678","ncbi","Erythroxylum","Erythroxylaceae"
"21679","ncbi","Croton","Euphorbiaceae"
"21680","ncbi","Croton","Euphorbiaceae"
"21681","ncbi","Aphloia","Aphloiaceae"
"21682","ncbi","Croton","Euphorbiaceae"
"21683","ncbi","Dodonaea","Sapindaceae"
"21684","ncbi","Erythroxylum","Erythroxylaceae"
"21685","ncbi","Homalanthus","Euphorbiaceae"
"21686","ncbi","Molinaea","Sapindaceae"
"21687","ncbi","Psiadia","Asteraceae"
"21688","ncbi","Stillingia","Euphorbiaceae"
"21689","ncbi","Toddalia","Rutaceae"
"21690","ncbi","Psiadia","Asteraceae"
"21691","ncbi","Aphloia","Aphloiaceae"
"21692","ncbi","Psiadia","Asteraceae"
"21693","ncbi","Stillingia","Euphorbiaceae"
"21694","ncbi","Croton","Euphorbiaceae"
"21695","ncbi","Erythroxylum","Erythroxylaceae"
"21696","ncbi","Psiadia","Asteraceae"
"21697","ncbi","Antirhea","Rubiaceae"
"21698","ncbi","Psiadia","Asteraceae"
"21699","ncbi","Sideroxylon","Sapotaceae"
"21700","ncbi","Psiadia","Asteraceae"
"21701","ncbi","Dodonaea","Sapindaceae"
"21702","ncbi","Sideroxylon","Sapotaceae"
"21703","ncbi","Stillingia","Euphorbiaceae"
"21704","ncbi","Aphloia","Aphloiaceae"
"21705","ncbi","Psiadia","Asteraceae"
"21706","ncbi","Croton","Euphorbiaceae"
"21707","ncbi","Homalanthus","Euphorbiaceae"
"21708","ncbi","Erythroxylum","Erythroxylaceae"
"21709","ncbi","Croton","Euphorbiaceae"
"21710","ncbi","Psiadia","Asteraceae"
"21711","ncbi","Antirhea","Rubiaceae"
"21712","ncbi","Croton","Euphorbiaceae"
"21713","ncbi","Erythroxylum","Erythroxylaceae"
"21714","ncbi","Faujasiopsis","Asteraceae"
"21715","ncbi","Flagellaria","Flagellariaceae"
"21716","ncbi","Homalanthus","Euphorbiaceae"
"21717","ncbi","Molinaea","Sapindaceae"
"21718","ncbi","Olea","Oleaceae"
"21719","ncbi","Psiadia","Asteraceae"
"21720","ncbi","Psidium","Myrtaceae"
"21721","ncbi","Stillingia","Euphorbiaceae"
"21722","ncbi","Antirhea","Rubiaceae"
"21723","ncbi","Croton","Euphorbiaceae"
"21724","ncbi","Dracaena","Asparagaceae"
"21725","ncbi","Myonima","Rubiaceae"
"21726","ncbi","Claoxylon","Euphorbiaceae"
"21727","ncbi","Myonima","Rubiaceae"
"21728","ncbi","Psiadia","Asteraceae"
"21729","ncbi","Stillingia","Euphorbiaceae"
"21730","ncbi","Dracaena","Asparagaceae"
"21731","ncbi","Erythroxylum","Erythroxylaceae"
"21732","ncbi","Molinaea","Sapindaceae"
"21733","ncbi","Croton","Euphorbiaceae"
"21734","ncbi","Croton","Euphorbiaceae"
"21735","ncbi","Erythroxylum","Erythroxylaceae"
"21736","ncbi","Erythroxylum","Erythroxylaceae"
"21737","ncbi","Croton","Euphorbiaceae"
"21738","ncbi","Erythroxylum","Erythroxylaceae"
"21739","ncbi","Stillingia","Euphorbiaceae"
"21740","ncbi","Croton","Euphorbiaceae"
"21741","ncbi","Erythroxylum","Erythroxylaceae"
"21742","ncbi","Faujasiopsis","Asteraceae"
"21743","ncbi","Homalanthus","Euphorbiaceae"
"21744","ncbi","Molinaea","Sapindaceae"
"21745","ncbi","Ochna","Ochnaceae"
"21746","ncbi","Olea","Oleaceae"
"21747","ncbi","Psiadia","Asteraceae"
"21748","ncbi","Psidium","Myrtaceae"
"21749","ncbi","Stillingia","Euphorbiaceae"
"21750","ncbi","Cordemoya","Euphorbiaceae"
"21751","ncbi","Erythroxylum","Erythroxylaceae"
"21752","ncbi","Faujasiopsis","Asteraceae"
"21753","ncbi","Molinaea","Sapindaceae"
"21754","ncbi","Psiadia","Asteraceae"
"21755","ncbi","Sideroxylon","Sapotaceae"
"21756","ncbi","Stillingia","Euphorbiaceae"
"21757","ncbi","Myonima","Rubiaceae"
"21758","ncbi","Sideroxylon","Sapotaceae"
"21759","ncbi","Antirhea","Rubiaceae"
"21760","ncbi","Croton","Euphorbiaceae"
"21761","ncbi","Faujasiopsis","Asteraceae"
"21762","ncbi","Psiadia","Asteraceae"
"21763","ncbi","Sideroxylon","Sapotaceae"
"21764","ncbi","Croton","Euphorbiaceae"
"21765","ncbi","Ochna","Ochnaceae"
"21766","ncbi","Sideroxylon","Sapotaceae"
"21767","ncbi","Erythroxylum","Erythroxylaceae"
"21768","ncbi","Stillingia","Euphorbiaceae"
"21769","ncbi","Myonima","Rubiaceae"
"21770","ncbi","Molinaea","Sapindaceae"
"21771","ncbi","Aphloia","Aphloiaceae"
"21772","ncbi","Psiadia","Asteraceae"
"21773","ncbi","Bertiera","Rubiaceae"
"21774","ncbi","Badula","Primulaceae"
"21775","ncbi","Coffea","Rubiaceae"
"21776","ncbi","Faujasiopsis","Asteraceae"
"21777","ncbi","Grangeria","Chrysobalanaceae"
"21778","ncbi","Harungana","Hypericaceae"
"21779","ncbi","Helichrysum","Asteraceae"
"21780","ncbi","Homalanthus","Euphorbiaceae"
"21781","ncbi","Ochna","Ochnaceae"
"21782","ncbi","Olea","Oleaceae"
"21783","ncbi","Psiadia","Asteraceae"
"21784","ncbi","Psidium","Myrtaceae"
"21785","ncbi","Stillingia","Euphorbiaceae"
"21786","ncbi","Wikstroemia","Thymelaeaceae"
"21787","ncbi","Badula","Primulaceae"
"21788","ncbi","Coffea","Rubiaceae"
"21789","ncbi","Harungana","Hypericaceae"
"21790","ncbi","Coffea","Rubiaceae"
"21791","ncbi","Coffea","Rubiaceae"
"21792","ncbi","Grangeria","Chrysobalanaceae"
"21793","ncbi","Sideroxylon","Sapotaceae"
"21794","ncbi","Grangeria","Chrysobalanaceae"
"21795","ncbi","Stillingia","Euphorbiaceae"
"21796","ncbi","Homalanthus","Euphorbiaceae"
"21797","ncbi","Helichrysum","Asteraceae"
"21798","ncbi","Psiadia","Asteraceae"
"21799","ncbi","Badula","Primulaceae"
"21800","ncbi","Antidesma","Phyllanthaceae"
"21801","ncbi","Badula","Primulaceae"
"21802","ncbi","Euodia","Rutaceae"
"21803","ncbi","Euodia","Rutaceae"
"21804","ncbi","Grangeria","Chrysobalanaceae"
"21805","ncbi","Helichrysum","Asteraceae"
"21806","ncbi","Homalanthus","Euphorbiaceae"
"21807","ncbi","Labourdonnaisia","Sapotaceae"
"21808","ncbi","Olea","Oleaceae"
"21809","ncbi","Phyllanthus","Phyllanthaceae"
"21810","ncbi","Stillingia","Euphorbiaceae"
"21811","ncbi","Wikstroemia","Thymelaeaceae"
"21812","ncbi","Psiadia","Asteraceae"
"21813","ncbi","Psiadia","Asteraceae"
"21814","ncbi","Gaertnera","Rubiaceae"
"21815","ncbi","Stillingia","Euphorbiaceae"
"21816","ncbi","Tabernaemontana","Apocynaceae"
"21817","ncbi","Euodia","Rutaceae"
"21818","ncbi","Psiadia","Asteraceae"
"21819","ncbi","Syzygium","Myrtaceae"
"21820","ncbi","Tabernaemontana","Apocynaceae"
"21821","ncbi","Syzygium","Myrtaceae"
"21822","ncbi","Psiadia","Asteraceae"
"21823","ncbi","Syzygium","Myrtaceae"
"21824","ncbi","Gaertnera","Rubiaceae"
