"","intera",".value",".lower",".upper",".width",".point",".interval","group1","group2"
"179","Calliphoridae.B - Andrenidae.B",-0.00108544919084874,-0.637687533945853,0.681296726897968,0.95,"mode","hdi","Calliphoridae.B","Andrenidae.B"
"180","Calliphoridae.C - Andrenidae.B",-0.34825413715401,-0.949610095813265,0.389813668864432,0.95,"mode","hdi","Calliphoridae.C","Andrenidae.B"
"181","Calliphoridae.D - Andrenidae.B",-0.532139435384965,-1.39822023993681,0.408365877964235,0.95,"mode","hdi","Calliphoridae.D","Andrenidae.B"
"182","Calliphoridae.E - Andrenidae.B",-0.30501875575403,-1.29336411183355,0.459849382430924,0.95,"mode","hdi","Calliphoridae.E","Andrenidae.B"
"183","Cantharidae.A - Andrenidae.B",-0.637893482871257,-2.29163241184352,0.496763645886346,0.95,"mode","hdi","Cantharidae.A","Andrenidae.B"
"184","Cantharidae.B - Andrenidae.B",-0.577379000234915,-2.12378103346984,0.616419781419124,0.95,"mode","hdi","Cantharidae.B","Andrenidae.B"
"185","Cantharidae.C - Andrenidae.B",-0.841132656674977,-1.52448030085095,-0.105071187976258,0.95,"mode","hdi","Cantharidae.C","Andrenidae.B"
"186","Cantharidae.D - Andrenidae.B",-0.948521136756976,-2.59157049716547,0.285260073407025,0.95,"mode","hdi","Cantharidae.D","Andrenidae.B"
"187","Cantharidae.E - Andrenidae.B",-0.408682631710927,-2.86782319314608,0.976753513345299,0.95,"mode","hdi","Cantharidae.E","Andrenidae.B"
"188","Chironomidae.A - Andrenidae.B",-0.363277756843249,-1.94309146250086,0.791114289566386,0.95,"mode","hdi","Chironomidae.A","Andrenidae.B"
"189","Chironomidae.B - Andrenidae.B",-0.494430446425925,-1.65187296354095,0.3880826845034,0.95,"mode","hdi","Chironomidae.B","Andrenidae.B"
"190","Chironomidae.C - Andrenidae.B",-1.45987041553795,-3.12527749895127,-0.165159852520257,0.95,"mode","hdi","Chironomidae.C","Andrenidae.B"
"191","Chironomidae.D - Andrenidae.B",-0.534171418002421,-2.64977891093508,0.958054619369445,0.95,"mode","hdi","Chironomidae.D","Andrenidae.B"
"192","Chironomidae.E - Andrenidae.B",1.11464292888754,0.334699652496817,1.85007312157152,0.95,"mode","hdi","Chironomidae.E","Andrenidae.B"
"193","Coccinellidae.A - Andrenidae.B",-0.611441265162957,-1.98294052736907,0.554662897435676,0.95,"mode","hdi","Coccinellidae.A","Andrenidae.B"
"194","Coccinellidae.B - Andrenidae.B",-0.796990353328537,-1.75827388201516,0.049159902644504,0.95,"mode","hdi","Coccinellidae.B","Andrenidae.B"
"195","Coccinellidae.C - Andrenidae.B",-1.12506599980148,-1.89057745574503,-0.365380999289973,0.95,"mode","hdi","Coccinellidae.C","Andrenidae.B"
"196","Coccinellidae.D - Andrenidae.B",-1.12128041381049,-3.43023666197153,0.497114949038725,0.95,"mode","hdi","Coccinellidae.D","Andrenidae.B"
"197","Coccinellidae.E - Andrenidae.B",-0.564147270064173,-2.92774815662759,0.973734877411297,0.95,"mode","hdi","Coccinellidae.E","Andrenidae.B"
"198","Colletidae.A - Andrenidae.B",-0.447444010020636,-1.4807567529522,0.313546006804508,0.95,"mode","hdi","Colletidae.A","Andrenidae.B"
"199","Colletidae.B - Andrenidae.B",-0.151345469335569,-0.90357665508814,0.583041404177204,0.95,"mode","hdi","Colletidae.B","Andrenidae.B"
"200","Colletidae.C - Andrenidae.B",-0.131175094018071,-0.794168553197991,0.495860720935696,0.95,"mode","hdi","Colletidae.C","Andrenidae.B"
"201","Colletidae.D - Andrenidae.B",-0.559598265349477,-1.38471981366867,0.301929435191493,0.95,"mode","hdi","Colletidae.D","Andrenidae.B"
"202","Colletidae.E - Andrenidae.B",-0.268606996770772,-1.31233184407508,0.755251391063986,0.95,"mode","hdi","Colletidae.E","Andrenidae.B"
"203","Crabronidae.A - Andrenidae.B",-0.234303804219159,-1.09607137363268,0.633202694664932,0.95,"mode","hdi","Crabronidae.A","Andrenidae.B"
"204","Crabronidae.B - Andrenidae.B",-0.63579163383655,-1.99365316248324,0.314239330882592,0.95,"mode","hdi","Crabronidae.B","Andrenidae.B"
"205","Crabronidae.C - Andrenidae.B",-0.794029377356102,-1.50133009173499,-0.0443214461029786,0.95,"mode","hdi","Crabronidae.C","Andrenidae.B"
"206","Crabronidae.D - Andrenidae.B",-0.651690139184204,-2.05594754480102,0.336205042081724,0.95,"mode","hdi","Crabronidae.D","Andrenidae.B"
"207","Crabronidae.E - Andrenidae.B",0.10569611135799,-1.38218447680992,1.17096025427365,0.95,"mode","hdi","Crabronidae.E","Andrenidae.B"
"208","Culicidae.A - Andrenidae.B",-0.976801375028487,-2.14542938692899,0.267857105905645,0.95,"mode","hdi","Culicidae.A","Andrenidae.B"
"209","Culicidae.B - Andrenidae.B",-1.03150602406791,-3.09370665385839,0.624755344554335,0.95,"mode","hdi","Culicidae.B","Andrenidae.B"
"210","Culicidae.C - Andrenidae.B",-1.34328677441218,-2.56205013131783,-0.272970633820015,0.95,"mode","hdi","Culicidae.C","Andrenidae.B"
"211","Culicidae.D - Andrenidae.B",-0.0394551953276316,-2.36094032813404,1.29136105271195,0.95,"mode","hdi","Culicidae.D","Andrenidae.B"
"212","Culicidae.E - Andrenidae.B",0.124279311483403,-0.922781054692542,1.05301752366898,0.95,"mode","hdi","Culicidae.E","Andrenidae.B"
"213","Curculionidae.A - Andrenidae.B",-0.105767072469143,-0.703985568913852,0.654344580094953,0.95,"mode","hdi","Curculionidae.A","Andrenidae.B"
"214","Curculionidae.B - Andrenidae.B",-0.470421394041185,-1.76199175149376,0.508892812163045,0.95,"mode","hdi","Curculionidae.B","Andrenidae.B"
"215","Curculionidae.C - Andrenidae.B",-0.773104498638645,-1.48121580428797,-0.0552920884511185,0.95,"mode","hdi","Curculionidae.C","Andrenidae.B"
"216","Curculionidae.D - Andrenidae.B",-0.736322322552073,-2.3720878442919,0.500628258879195,0.95,"mode","hdi","Curculionidae.D","Andrenidae.B"
"217","Curculionidae.E - Andrenidae.B",-0.885805792010897,-2.9527259170744,0.508012695944392,0.95,"mode","hdi","Curculionidae.E","Andrenidae.B"
"218","Eulophidae.A - Andrenidae.B",-0.513405226694784,-2.17197164420912,0.776078257909116,0.95,"mode","hdi","Eulophidae.A","Andrenidae.B"
"219","Eulophidae.B - Andrenidae.B",-0.201201234937571,-0.99036894845081,0.525590462511129,0.95,"mode","hdi","Eulophidae.B","Andrenidae.B"
"220","Eulophidae.C - Andrenidae.B",-1.05391425262403,-3.47695985990391,0.338368935715844,0.95,"mode","hdi","Eulophidae.C","Andrenidae.B"
"221","Eulophidae.D - Andrenidae.B",-0.964283016482459,-3.22996481551545,0.607850297698286,0.95,"mode","hdi","Eulophidae.D","Andrenidae.B"
"222","Eulophidae.E - Andrenidae.B",-1.2189625556774,-3.31705445546246,0.440473850013479,0.95,"mode","hdi","Eulophidae.E","Andrenidae.B"
"223","Fanniidae.A - Andrenidae.B",-0.215181947526541,-0.895120250573454,0.586583425143778,0.95,"mode","hdi","Fanniidae.A","Andrenidae.B"
"224","Fanniidae.B - Andrenidae.B",-0.57376497930106,-2.73698899517245,0.766422854347138,0.95,"mode","hdi","Fanniidae.B","Andrenidae.B"
"225","Fanniidae.C - Andrenidae.B",-0.924814311695975,-1.97157080752504,0.0560292329906074,0.95,"mode","hdi","Fanniidae.C","Andrenidae.B"
"226","Fanniidae.D - Andrenidae.B",-0.925506600173472,-2.19572445597992,-0.0190263389431333,0.95,"mode","hdi","Fanniidae.D","Andrenidae.B"
"227","Fanniidae.E - Andrenidae.B",-1.06541831041825,-3.06050393581853,0.531385072334619,0.95,"mode","hdi","Fanniidae.E","Andrenidae.B"
"228","Halictidae.A - Andrenidae.B",1.08762387911912,0.484744249599951,1.75837632986188,0.95,"mode","hdi","Halictidae.A","Andrenidae.B"
"229","Halictidae.B - Andrenidae.B",0.72625582520532,0.167039445787367,1.3981952506205,0.95,"mode","hdi","Halictidae.B","Andrenidae.B"
"230","Halictidae.C - Andrenidae.B",0.43021592603205,-0.165137387970389,1.08314908063916,0.95,"mode","hdi","Halictidae.C","Andrenidae.B"
"231","Halictidae.D - Andrenidae.B",0.335692479558279,-0.481661524943009,1.03624032579632,0.95,"mode","hdi","Halictidae.D","Andrenidae.B"
"232","Halictidae.E - Andrenidae.B",0.0335574679730377,-1.16840481451106,0.957576049897891,0.95,"mode","hdi","Halictidae.E","Andrenidae.B"
"233","Hesperiidae.A - Andrenidae.B",-0.184894744679316,-0.922368008219418,0.559380452044059,0.95,"mode","hdi","Hesperiidae.A","Andrenidae.B"
"234","Hesperiidae.B - Andrenidae.B",-0.276560512795344,-1.40986689115108,0.77026791740457,0.95,"mode","hdi","Hesperiidae.B","Andrenidae.B"
"235","Hesperiidae.C - Andrenidae.B",-0.799625359611325,-1.49177656018241,-0.122060154050899,0.95,"mode","hdi","Hesperiidae.C","Andrenidae.B"
"236","Hesperiidae.D - Andrenidae.B",-0.765063553836795,-1.6348663540562,0.126678391472288,0.95,"mode","hdi","Hesperiidae.D","Andrenidae.B"
"237","Hesperiidae.E - Andrenidae.B",-0.604730794780211,-1.9076462960496,0.462902796609269,0.95,"mode","hdi","Hesperiidae.E","Andrenidae.B"
"238","Hybotidae.A - Andrenidae.B",-0.938934333601274,-2.4854609075706,0.379063735076287,0.95,"mode","hdi","Hybotidae.A","Andrenidae.B"
"239","Hybotidae.B - Andrenidae.B",-0.593559122089939,-1.49716000491904,0.376211217071013,0.95,"mode","hdi","Hybotidae.B","Andrenidae.B"
"240","Hybotidae.C - Andrenidae.B",-1.32256293475335,-2.45056973206968,-0.391429394869687,0.95,"mode","hdi","Hybotidae.C","Andrenidae.B"
"241","Hybotidae.D - Andrenidae.B",-0.910731224117802,-3.43783431556044,0.372946463683884,0.95,"mode","hdi","Hybotidae.D","Andrenidae.B"
"242","Hybotidae.E - Andrenidae.B",-1.24155952049825,-3.37102877607792,0.509799726654521,0.95,"mode","hdi","Hybotidae.E","Andrenidae.B"
"243","Ichneumonidae.A - Andrenidae.B",-0.707174490726668,-1.7941376323752,0.246126649327668,0.95,"mode","hdi","Ichneumonidae.A","Andrenidae.B"
"244","Ichneumonidae.B - Andrenidae.B",-0.89788609017446,-2.64931160383425,0.129037363057439,0.95,"mode","hdi","Ichneumonidae.B","Andrenidae.B"
"245","Ichneumonidae.C - Andrenidae.B",-0.793671547273758,-1.45113980421447,-0.00291876574714767,0.95,"mode","hdi","Ichneumonidae.C","Andrenidae.B"
"246","Ichneumonidae.D - Andrenidae.B",-0.800445245410312,-2.52177054372236,0.346670465324717,0.95,"mode","hdi","Ichneumonidae.D","Andrenidae.B"
"247","Ichneumonidae.E - Andrenidae.B",-0.156337176591497,-1.08338421013872,0.678959309155365,0.95,"mode","hdi","Ichneumonidae.E","Andrenidae.B"
"248","Lycaenidae.A - Andrenidae.B",-0.16499891450189,-0.898397680144059,0.502521048432048,0.95,"mode","hdi","Lycaenidae.A","Andrenidae.B"
"249","Lycaenidae.B - Andrenidae.B",0.0519214411118227,-1.10663242669779,0.969873796793383,0.95,"mode","hdi","Lycaenidae.B","Andrenidae.B"
"250","Lycaenidae.C - Andrenidae.B",-0.624132677899251,-1.28209438889693,0.0371190251184808,0.95,"mode","hdi","Lycaenidae.C","Andrenidae.B"
"251","Lycaenidae.D - Andrenidae.B",-0.602578012151862,-1.54560576026247,0.228481205075179,0.95,"mode","hdi","Lycaenidae.D","Andrenidae.B"
"252","Lycaenidae.E - Andrenidae.B",-0.651039997433522,-1.53741286694145,0.234402897491637,0.95,"mode","hdi","Lycaenidae.E","Andrenidae.B"
"253","Megachilidae.A - Andrenidae.B",0.100406989943213,-0.537857439413625,0.813099761819943,0.95,"mode","hdi","Megachilidae.A","Andrenidae.B"
"254","Megachilidae.B - Andrenidae.B",0.23930783997263,-0.457976063211918,0.986302447338844,0.95,"mode","hdi","Megachilidae.B","Andrenidae.B"
"255","Megachilidae.C - Andrenidae.B",-0.291755872626012,-0.906705439839186,0.421626913248211,0.95,"mode","hdi","Megachilidae.C","Andrenidae.B"
"256","Megachilidae.D - Andrenidae.B",-0.331857214795768,-1.16125978363034,0.546787233434685,0.95,"mode","hdi","Megachilidae.D","Andrenidae.B"
"257","Megachilidae.E - Andrenidae.B",0.72643166332807,0.0125726844346334,1.62164319125275,0.95,"mode","hdi","Megachilidae.E","Andrenidae.B"
"258","Melyridae.A - Andrenidae.B",-0.516630480429143,-1.36066911139285,0.23439599934512,0.95,"mode","hdi","Melyridae.A","Andrenidae.B"
"259","Melyridae.B - Andrenidae.B",0.297043722782101,-0.378168272687132,0.953293798579482,0.95,"mode","hdi","Melyridae.B","Andrenidae.B"
"260","Melyridae.C - Andrenidae.B",-0.788555981648435,-1.49598670840518,-0.0903247067264434,0.95,"mode","hdi","Melyridae.C","Andrenidae.B"
"261","Melyridae.D - Andrenidae.B",-1.10312303407744,-3.37249362011407,0.396949619728894,0.95,"mode","hdi","Melyridae.D","Andrenidae.B"
"262","Melyridae.E - Andrenidae.B",-0.203319666467621,-2.41950253465031,1.2686516045589,0.95,"mode","hdi","Melyridae.E","Andrenidae.B"
"263","Muscidae.A - Andrenidae.B",0.34293904512479,-0.276367646713098,1.03021495475541,0.95,"mode","hdi","Muscidae.A","Andrenidae.B"
"264","Muscidae.B - Andrenidae.B",-0.225758786403857,-0.936290269760245,0.471119026964581,0.95,"mode","hdi","Muscidae.B","Andrenidae.B"
"265","Muscidae.C - Andrenidae.B",-0.205002627317399,-0.833405126141485,0.508790050184209,0.95,"mode","hdi","Muscidae.C","Andrenidae.B"
"266","Muscidae.D - Andrenidae.B",0.191496234891273,-0.599913907071473,0.952283553913215,0.95,"mode","hdi","Muscidae.D","Andrenidae.B"
"267","Muscidae.E - Andrenidae.B",1.28865297860258,0.596020183004443,2.01882214835419,0.95,"mode","hdi","Muscidae.E","Andrenidae.B"
"268","Noctuidae.A - Andrenidae.B",-0.30637521446438,-1.23567376266263,0.649489883393115,0.95,"mode","hdi","Noctuidae.A","Andrenidae.B"
"269","Noctuidae.B - Andrenidae.B",-0.137226097101201,-1.64975379247174,0.976880041088296,0.95,"mode","hdi","Noctuidae.B","Andrenidae.B"
"270","Noctuidae.C - Andrenidae.B",-0.888636082187023,-1.52128570493526,-0.0851709321935297,0.95,"mode","hdi","Noctuidae.C","Andrenidae.B"
"271","Noctuidae.D - Andrenidae.B",-0.654206891677568,-1.71939507495293,0.251325092951276,0.95,"mode","hdi","Noctuidae.D","Andrenidae.B"
"272","Noctuidae.E - Andrenidae.B",-0.11725801388931,-0.930848267621505,0.699920318027849,0.95,"mode","hdi","Noctuidae.E","Andrenidae.B"
"273","Nymphalidae.A - Andrenidae.B",-0.219291439743405,-0.954237400534738,0.475973089315791,0.95,"mode","hdi","Nymphalidae.A","Andrenidae.B"
"274","Nymphalidae.B - Andrenidae.B",-0.259764909429454,-1.26112262349698,0.736079790421259,0.95,"mode","hdi","Nymphalidae.B","Andrenidae.B"
"275","Nymphalidae.C - Andrenidae.B",-0.536664003717812,-1.16743801571655,0.154395738195223,0.95,"mode","hdi","Nymphalidae.C","Andrenidae.B"
"276","Nymphalidae.D - Andrenidae.B",-0.14853484683248,-1.00653280105713,0.653270547376,0.95,"mode","hdi","Nymphalidae.D","Andrenidae.B"
"277","Nymphalidae.E - Andrenidae.B",-0.134137125648301,-0.924225725508886,0.635085425263954,0.95,"mode","hdi","Nymphalidae.E","Andrenidae.B"
"278","Pieridae.A - Andrenidae.B",-0.174620658925142,-1.10485728650294,0.664985470481325,0.95,"mode","hdi","Pieridae.A","Andrenidae.B"
"279","Pieridae.B - Andrenidae.B",-0.303906261187684,-1.04305374747802,0.425967946016208,0.95,"mode","hdi","Pieridae.B","Andrenidae.B"
"280","Pieridae.C - Andrenidae.B",-0.733607393555661,-1.38304512598574,-0.0396492394721828,0.95,"mode","hdi","Pieridae.C","Andrenidae.B"
"281","Pieridae.D - Andrenidae.B",-0.686816903524258,-1.61671259591669,0.200425615276326,0.95,"mode","hdi","Pieridae.D","Andrenidae.B"
"282","Pieridae.E - Andrenidae.B",-0.424224397901046,-1.21327273914978,0.349362698564444,0.95,"mode","hdi","Pieridae.E","Andrenidae.B"
"283","Sarcophagidae.A - Andrenidae.B",-0.167317800205507,-0.733155889072298,0.618208317702271,0.95,"mode","hdi","Sarcophagidae.A","Andrenidae.B"
"284","Sarcophagidae.B - Andrenidae.B",-0.0472228989247141,-0.643975331336176,0.67694278280771,0.95,"mode","hdi","Sarcophagidae.B","Andrenidae.B"
"285","Sarcophagidae.C - Andrenidae.B",-0.821685861113527,-1.51377391579155,-0.0662494043838406,0.95,"mode","hdi","Sarcophagidae.C","Andrenidae.B"
"286","Sarcophagidae.D - Andrenidae.B",-0.646846366746098,-1.9146507650565,0.220690304069604,0.95,"mode","hdi","Sarcophagidae.D","Andrenidae.B"
"287","Sarcophagidae.E - Andrenidae.B",-0.173577522501327,-2.25461622760957,1.2285737139374,0.95,"mode","hdi","Sarcophagidae.E","Andrenidae.B"
"288","Sphecidae.A - Andrenidae.B",-0.382247582784682,-1.39662368014186,0.475815498119211,0.95,"mode","hdi","Sphecidae.A","Andrenidae.B"
"289","Sphecidae.B - Andrenidae.B",-0.300403079606458,-1.23478158681158,0.590186529808274,0.95,"mode","hdi","Sphecidae.B","Andrenidae.B"
"290","Sphecidae.C - Andrenidae.B",-0.951110075556943,-1.70558060353304,-0.203509245091066,0.95,"mode","hdi","Sphecidae.C","Andrenidae.B"
"291","Sphecidae.D - Andrenidae.B",-1.08160633951334,-2.74040591391143,0.0731006285620488,0.95,"mode","hdi","Sphecidae.D","Andrenidae.B"
"292","Sphecidae.E - Andrenidae.B",0.536982144189063,-1.58110601206107,1.89179669183501,0.95,"mode","hdi","Sphecidae.E","Andrenidae.B"
"293","Syrphidae.A - Andrenidae.B",0.753172773129955,0.117419329962665,1.40161766533178,0.95,"mode","hdi","Syrphidae.A","Andrenidae.B"
"294","Syrphidae.B - Andrenidae.B",0.121674323391765,-0.383782428452097,0.897071442290116,0.95,"mode","hdi","Syrphidae.B","Andrenidae.B"
"295","Syrphidae.C - Andrenidae.B",1.00247760398008,0.463158178919573,1.70441679937986,0.95,"mode","hdi","Syrphidae.C","Andrenidae.B"
"296","Syrphidae.D - Andrenidae.B",1.93758114739402,1.28056459373931,2.60779197631361,0.95,"mode","hdi","Syrphidae.D","Andrenidae.B"
"297","Syrphidae.E - Andrenidae.B",0.814554263428293,0.0241429559784088,1.43571877934762,0.95,"mode","hdi","Syrphidae.E","Andrenidae.B"
"298","Tachinidae.A - Andrenidae.B",-0.101289332494848,-0.84013310101991,0.592438358999473,0.95,"mode","hdi","Tachinidae.A","Andrenidae.B"
"299","Tachinidae.B - Andrenidae.B",0.0168908970268924,-0.605017214929354,0.725131516149322,0.95,"mode","hdi","Tachinidae.B","Andrenidae.B"
"300","Tachinidae.C - Andrenidae.B",-0.23635252270745,-0.816107535908385,0.511876022218135,0.95,"mode","hdi","Tachinidae.C","Andrenidae.B"
"301","Tachinidae.D - Andrenidae.B",-0.374581798081884,-1.3974209596135,0.34342193557262,0.95,"mode","hdi","Tachinidae.D","Andrenidae.B"
"302","Tachinidae.E - Andrenidae.B",-0.326697639218678,-1.26465990694221,0.451064365062273,0.95,"mode","hdi","Tachinidae.E","Andrenidae.B"
"303","Vespidae.A - Andrenidae.B",0.086016923026323,-0.539756187588163,0.779247904653566,0.95,"mode","hdi","Vespidae.A","Andrenidae.B"
"304","Vespidae.B - Andrenidae.B",-0.121921002698179,-1.01719624704089,0.574642353754651,0.95,"mode","hdi","Vespidae.B","Andrenidae.B"
"305","Vespidae.C - Andrenidae.B",-0.525012333089886,-1.12794899267666,0.190949765429815,0.95,"mode","hdi","Vespidae.C","Andrenidae.B"
"306","Vespidae.D - Andrenidae.B",-0.282647084728577,-1.54272605401972,0.788783097754062,0.95,"mode","hdi","Vespidae.D","Andrenidae.B"
"307","Vespidae.E - Andrenidae.B",-0.305703242797014,-1.29258926081398,0.734113750751094,0.95,"mode","hdi","Vespidae.E","Andrenidae.B"
"308","Andrenidae.D - Andrenidae.C",0.104769902547503,-0.476020686443851,0.568883977192835,0.95,"mode","hdi","Andrenidae.D","Andrenidae.C"
"309","Andrenidae.E - Andrenidae.C",0.0468054720275226,-0.661548748190533,0.674744312143795,0.95,"mode","hdi","Andrenidae.E","Andrenidae.C"
"310","Anthomyiidae.A - Andrenidae.C",-0.0598156541486317,-1.51493498665169,1.00446297489073,0.95,"mode","hdi","Anthomyiidae.A","Andrenidae.C"
"311","Anthomyiidae.B - Andrenidae.C",-0.490619193604763,-1.96262799336144,0.587885796167662,0.95,"mode","hdi","Anthomyiidae.B","Andrenidae.C"
"312","Anthomyiidae.C - Andrenidae.C",-0.233364592592391,-0.704265626242245,0.220379647603728,0.95,"mode","hdi","Anthomyiidae.C","Andrenidae.C"
"313","Anthomyiidae.D - Andrenidae.C",-0.250011361622294,-1.09987686279567,0.491970164248099,0.95,"mode","hdi","Anthomyiidae.D","Andrenidae.C"
"314","Anthomyiidae.E - Andrenidae.C",0.207776512613797,-0.618041957419983,0.774385506689065,0.95,"mode","hdi","Anthomyiidae.E","Andrenidae.C"
"315","Apidae.A - Andrenidae.C",1.45636919752087,1.10174001194039,1.81476135829254,0.95,"mode","hdi","Apidae.A","Andrenidae.C"
"316","Apidae.B - Andrenidae.C",0.955501433768058,0.514789704758727,1.42636283096583,0.95,"mode","hdi","Apidae.B","Andrenidae.C"
"317","Apidae.C - Andrenidae.C",1.11882911391005,0.867006802190235,1.44694379974255,0.95,"mode","hdi","Apidae.C","Andrenidae.C"
"318","Apidae.D - Andrenidae.C",1.22102896872215,0.78149158248573,1.62910804112256,0.95,"mode","hdi","Apidae.D","Andrenidae.C"
"319","Apidae.E - Andrenidae.C",0.214341699035631,-0.319691833662179,0.770989493011197,0.95,"mode","hdi","Apidae.E","Andrenidae.C"
"320","Bombyliidae.A - Andrenidae.C",0.418753938719741,-0.032999667450436,0.892856424198863,0.95,"mode","hdi","Bombyliidae.A","Andrenidae.C"
"321","Bombyliidae.B - Andrenidae.C",0.109417284700849,-0.365309491274278,0.670215233851233,0.95,"mode","hdi","Bombyliidae.B","Andrenidae.C"
"322","Bombyliidae.C - Andrenidae.C",-0.240883070871018,-0.615618769273485,0.172531285602472,0.95,"mode","hdi","Bombyliidae.C","Andrenidae.C"
"323","Bombyliidae.D - Andrenidae.C",-0.2855802365164,-1.11935381569651,0.412489986666735,0.95,"mode","hdi","Bombyliidae.D","Andrenidae.C"
"324","Bombyliidae.E - Andrenidae.C",0.617973982624058,-0.0536209625900175,1.27508453728311,0.95,"mode","hdi","Bombyliidae.E","Andrenidae.C"
