"","Network","Reference","clim","ele","jac.ord","bw","z","sei"
"511","M_PL_007_00","Dicks_etal_2002","C",39,"Syrphidae_Diptera","w",-1.16406649227826,0.198023540124661
"512","Bartomeu_M3","Bartomeus_etal_2008","C",74,"Syrphidae_Diptera","w",-0.21132727216451,0.80875502681998
"513","Bartomeu_MI","Bartomeus_etal_2008","C",74,"Syrphidae_Diptera","w",-0.260771731069023,0.76745147854876
"514","carvalheiro","Carvalheiro_2008","C",79,"Syrphidae_Diptera","w",-0.232031232993166,0.049947598847108
"515","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Syrphidae_Diptera","w",-0.890487167257982,0.0798279396704429
"516","M_PL_015_00","Petanidou_1991","C",118,"Syrphidae_Diptera","w",-0.178053142153412,0.0212172531442198
"517","ilha_das_vl","Valeria_Trivellone","C",136,"Syrphidae_Diptera","w",-0.409647720016149,0.48454230912533
"518","M_PL_014_00","Hocking_1968","E",250,"Syrphidae_Diptera","w",-1.50755620361597,0.166351345943957
"519","M_PL_020_00","Kevan_1970","E",250,"Syrphidae_Diptera","w",-1.34927229469582,0.122661714272031
"520","M_PL_010_00","Elberling_Olesen_unpubl","E",261,"Syrphidae_Diptera","w",-0.338685616107092,0.0727936810339692
"521","benadi_14_5","Benadi_etal_2014","C",544,"Syrphidae_Diptera","w",-0.688374128217126,0.0431064934956371
"522","M_PL_011_00","Olesen_etal_2002","A",565,"Syrphidae_Diptera","w",-2.30476586694834,3.16199332078668
"523","benadi_14_4","Benadi_etal_2014","C",799,"Syrphidae_Diptera","w",-0.322639353123583,0.0275536188591101
"524","benadi_14_6","Benadi_etal_2014","D",852,"Syrphidae_Diptera","w",-0.627861441987677,0.055718069957017
"525","benadi_14_1","Benadi_etal_2014","C",917,"Syrphidae_Diptera","w",-0.531519343207408,0.0304586587476832
"526","benadi_14_2","Benadi_etal_2014","D",957,"Syrphidae_Diptera","w",-0.68426199644386,0.0301491153196243
"527","M_PL_012_00","Olesen_unpubl","C",1193,"Syrphidae_Diptera","w",0.0542388212712937,0.129517815679267
"528","benadi_14_3","Benadi_etal_2014","D",1352,"Syrphidae_Diptera","w",-0.642634984002307,0.031974005555183
"529","lararomer16","LaraRomero_etal_2016","C",1914,"Syrphidae_Diptera","w",-0.242626334914229,0.0605892555694198
"530","M_PL_008_00","Dupont_etal_2003","C",2011,"Syrphidae_Diptera","w",-0.295891293459527,0.192988360709494
"531","M_PL_019_00","Inouye_Pyke_1988","C",2121,"Syrphidae_Diptera","w",-0.500581172493654,0.159071005542963
"532","Caradonna14","Caradonna_etal_2017","D",2913,"Syrphidae_Diptera","w",-0.746395593970312,0.14626897099137
"533","Fang_Huang1","Fang_Huang_2016","C",3342,"Syrphidae_Diptera","w",-0.281672553509197,0.0403108560792039
"534","Fang_Huang8","Fang_Huang_2016","C",3342,"Syrphidae_Diptera","w",-0.606340480285987,0.0552451720743198
"535","Fang_Huang9","Fang_Huang_2016","C",3342,"Syrphidae_Diptera","w",-0.36919368527039,0.0356901422067216
"536","M_PL_001_00","Arroyo_etal_1982","E",3363,"Syrphidae_Diptera","w",-0.331046167240908,0.200257477741455
"537","M_PL_002_00","Arroyo_etal_1982","E",3363,"Syrphidae_Diptera","w",-0.489783297795302,0.275713113175216
"538","M_PL_003_00","Arroyo_etal_1982","E",3363,"Syrphidae_Diptera","w",-1.98750719209613,0.968296399858926
"539","M_PL_005_00","Clements_Long_1923","D",4241,"Syrphidae_Diptera","w",-0.646322430996818,0.0796176344894316
"540","M_PL_006_00","Dicks_etal_2002","C",2,"Syrphidae_Syrphidae","w",-1.47395570778443,0.079848845726507
"541","M_PL_017_00","Memmott_1999","C",9,"Syrphidae_Syrphidae","w",-0.861301011642797,0.0728673478611557
"542","M_PL_016_00","Herrera_1988","C",30,"Syrphidae_Syrphidae","w",-0.924405107907273,0.110276116471531
"543","M_PL_007_00","Dicks_etal_2002","C",39,"Syrphidae_Syrphidae","w",-1.10818120176708,0.124322775097346
"544","carvalheiro","Carvalheiro_2008","C",79,"Syrphidae_Syrphidae","w",-0.373889170230746,0.0386365612463211
"545","M_PL_018_00","Olesen_unpubl2","C",83,"Syrphidae_Syrphidae","w",-0.211474839140659,0.0778822024121473
"546","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Syrphidae_Syrphidae","w",-1.32034250114526,0.0623572276973451
"547","M_PL_015_00","Petanidou_1991","C",118,"Syrphidae_Syrphidae","w",-0.524475004099566,0.035447977972719
"548","M_PL_014_00","Hocking_1968","E",250,"Syrphidae_Syrphidae","w",-2.27392049981765,0
"549","M_PL_020_00","Kevan_1970","E",250,"Syrphidae_Syrphidae","w",-1.51439228676586,0.395312429319642
"550","M_PL_010_00","Elberling_Olesen_unpubl","E",261,"Syrphidae_Syrphidae","w",-0.380773373870576,0.181469592251768
"551","benadi_14_5","Benadi_etal_2014","C",544,"Syrphidae_Syrphidae","w",-1.18570557910235,0.0622741003252104
"552","M_PL_011_00","Olesen_etal_2002","A",565,"Syrphidae_Syrphidae","w",0.852588373083189,0
"553","benadi_14_4","Benadi_etal_2014","C",799,"Syrphidae_Syrphidae","w",-0.287807869849227,0.0374365808360735
"554","benadi_14_6","Benadi_etal_2014","D",852,"Syrphidae_Syrphidae","w",-1.4358300367662,0.0896719833281613
"555","benadi_14_1","Benadi_etal_2014","C",917,"Syrphidae_Syrphidae","w",-0.579602651179635,0.0298581245481442
"556","benadi_14_2","Benadi_etal_2014","D",957,"Syrphidae_Syrphidae","w",-0.949158838285154,0.0312721693589067
"557","M_PL_012_00","Olesen_unpubl","C",1193,"Syrphidae_Syrphidae","w",-0.901148267999617,0.520879017218714
"558","benadi_14_3","Benadi_etal_2014","D",1352,"Syrphidae_Syrphidae","w",-0.697169536040384,0.0320686462033142
"559","lararomer16","LaraRomero_etal_2016","C",1914,"Syrphidae_Syrphidae","w",-0.870460349423239,0.119666611542455
"560","M_PL_008_00","Dupont_etal_2003","C",2011,"Syrphidae_Syrphidae","w",0.0405015473977035,0
"561","M_PL_019_00","Inouye_Pyke_1988","C",2121,"Syrphidae_Syrphidae","w",-0.12429684477612,0.361695404699703
"562","Caradonna14","Caradonna_etal_2017","D",2913,"Syrphidae_Syrphidae","w",-0.607601028631478,0.147254027942718
"563","Fang_Huang1","Fang_Huang_2016","C",3342,"Syrphidae_Syrphidae","w",-0.530496204834648,0.0473163458488337
"564","Fang_Huang8","Fang_Huang_2016","C",3342,"Syrphidae_Syrphidae","w",-0.567243345408094,0.0525097420509438
"565","Fang_Huang9","Fang_Huang_2016","C",3342,"Syrphidae_Syrphidae","w",-0.404816606206964,0.0364754527131153
"566","M_PL_001_00","Arroyo_etal_1982","E",3363,"Syrphidae_Syrphidae","w",-0.148392967177848,0.190154633443772
"567","M_PL_002_00","Arroyo_etal_1982","E",3363,"Syrphidae_Syrphidae","w",-1.24314928333253,0
"568","M_PL_003_00","Arroyo_etal_1982","E",3363,"Syrphidae_Syrphidae","w",-0.571895986801886,0
"569","M_PL_005_00","Clements_Long_1923","D",4241,"Syrphidae_Syrphidae","w",-1.50306337658588,0.096165889381442
